entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_2IxDlaPVTofaZD,payment,0,50801,51966,INR,987,178,False,True,1785596400,1785780000,setl_piMmOrgbHyqPgs,,default,Payment via CARD,,,5988023031k7e318,order_p4gAUCmybMOVAB,RCPT-D2C-100233,card,MasterCard,IDFB,debit,
pay_GhWiOalTlINXn1,payment,0,79481,79481,INR,0,0,False,True,1785630780,1785803580,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_eKIA7zPtJcGEoJ,RCPT-D2C-100041,upi,,,,
pay_nE799FIp1wre95,payment,0,260901,266885,INR,5071,913,False,True,1785631140,1785803940,setl_nMwFR1fMpjSm8j,,default,Payment via CARD,,,6753106955k3y994,order_Jmuj6H5V22bCgf,RCPT-D2C-100366,card,RuPay,PUNB,credit,
pay_gh4L9yoGhnJ3YI,payment,0,119256,119256,INR,0,0,False,True,1785635220,1785808020,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_TNlwVeF7eVyZN9,RCPT-D2C-100251,upi,,,,
pay_5wxQdZLaltLSpW,payment,0,137690,137690,INR,0,0,False,True,1785637800,1785810600,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_cgtPwbQvtgLDLW,RCPT-D2C-100377,upi,,,,
pay_QyT2WBUYGKcK8p,payment,0,31412,32055,INR,545,98,False,True,1785640140,1785812940,setl_nMwFR1fMpjSm8j,,default,Payment via WALLET,,,6753106955k3y994,order_p7ewn1wwwURzPA,RCPT-D2C-100153,wallet,,,,
pay_QFMLm5QeO2C2cP,payment,0,130558,130558,INR,0,0,False,True,1785640440,1785813240,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_LOK4yPCmy77dRb,RCPT-D2C-100453,upi,,,,
rfnd_N7iin4I9yPrZRy,refund,130558,0,130558,INR,0,0,False,True,1785640440,1785813240,setl_nMwFR1fMpjSm8j,,default,Refund via UPI,,rfnd_N7iin4I9yPrZRy,6753106955k3y994,order_LOK4yPCmy77dRb,RCPT-D2C-100453,upi,,,,
pay_IBeZQbmnWSmr5Z,payment,0,55401,55401,INR,0,0,False,True,1785651960,1785824760,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_aAHIAc1edocSB7,RCPT-D2C-100384,upi,,,,
rfnd_seDkhOvpToPbFS,refund,55401,0,55401,INR,0,0,False,True,1785651960,1785824760,setl_nMwFR1fMpjSm8j,,default,Refund via UPI,,rfnd_seDkhOvpToPbFS,6753106955k3y994,order_aAHIAc1edocSB7,RCPT-D2C-100384,upi,,,,
pay_1QBbZnhHSk4HFq,payment,0,74737,76452,INR,1453,262,False,True,1785658800,1785831600,setl_nMwFR1fMpjSm8j,,default,Payment via CARD,,,6753106955k3y994,order_lNOPmxygt0D0PE,RCPT-D2C-100130,card,MasterCard,ICIC,credit,
pay_tcxXhePt73giYi,payment,0,50802,50802,INR,0,0,False,True,1785660480,1785833280,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_SSZ1tC0QeUurNu,RCPT-D2C-100205,upi,,,,
pay_w2WaU9NWpnMi7Q,payment,0,369880,369880,INR,0,0,False,True,1785661020,1785833820,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_Mx5A8P9Uv42gDC,RCPT-D2C-100278,upi,,,,
pay_YkbVdn4Pdeat0Q,payment,0,75609,75609,INR,0,0,False,True,1785663600,1785836400,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_2LOzqKTuW4z6Xh,RCPT-D2C-100499,upi,,,,
pay_Tqa2Up54wsHLr7,payment,0,142400,142400,INR,0,0,False,True,1785665040,1785837840,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_ulg922GSmXyuxW,RCPT-D2C-100326,upi,,,,
pay_GaXgZpj7kJ4M9a,payment,0,211077,211077,INR,0,0,False,True,1785665580,1785838380,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_fZcxn5lVshv0FK,RCPT-D2C-100082,upi,,,,
pay_WRKCRoG258lEWM,payment,0,45100,46135,INR,877,158,False,True,1785666600,1785839400,setl_nMwFR1fMpjSm8j,,default,Payment via CARD,,,6753106955k3y994,order_cnYBDO4Zlw9CcD,RCPT-D2C-100085,card,MasterCard,UTIB,credit,
pay_ONWCUwYap7iZOT,payment,0,269447,269447,INR,0,0,False,True,1785831240,1785842040,setl_Rku0up4Angh05M,,default,Payment via UPI,,,599309088526,order_aEn8zgvcrblxh1,RCPT-D2C-100221,upi,,,,
pay_nJorssm4rFNCqo,payment,0,51035,52451,INR,1200,216,False,True,1785675720,1785848520,setl_nMwFR1fMpjSm8j,,default,Payment via NETBANKING,,,6753106955k3y994,order_dowLGqL3CaxG67,RCPT-D2C-100059,netbanking,,,,
pay_6yFSJEKqIFYnzT,payment,0,37411,38269,INR,727,131,False,True,1785679500,1785852300,setl_nMwFR1fMpjSm8j,,default,Payment via CARD,,,6753106955k3y994,order_G2yAiSz4VvCCGj,RCPT-D2C-100333,card,Visa,RATN,credit,
pay_1I6LUtrZrJ2rkc,payment,0,97766,100008,INR,1900,342,False,True,1785680880,1785853680,setl_nMwFR1fMpjSm8j,,default,Payment via CARD,,,6753106955k3y994,order_RzQmiLIn3X4JPs,RCPT-D2C-100238,card,RuPay,ICIC,credit,
pay_RaA3z6O2huJkvg,payment,0,28824,28824,INR,0,0,False,True,1785681840,1785854640,setl_nMwFR1fMpjSm8j,,default,Payment via UPI,,,6753106955k3y994,order_2tAm4mLu5Nw2cM,RCPT-D2C-100435,upi,,,,
pay_cJQxv35HIPg9N4,payment,0,118219,120639,INR,2051,369,False,True,1785682200,1785855000,setl_nMwFR1fMpjSm8j,,default,Payment via WALLET,,,6753106955k3y994,order_3cKGUdUhYyLLJR,RCPT-D2C-100293,wallet,,,,
pay_ML0mGCoXJtpDIw,payment,0,51658,51658,INR,0,0,False,True,1785720120,1785892920,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_MtiRcJqBwjrHyq,RCPT-D2C-100495,upi,,,,
pay_wIcRgDcljmzCCi,payment,0,102691,104793,INR,1781,321,False,True,1785723780,1785896580,setl_dX5Mt2ZMndT1DJ,,default,Payment via WALLET,,,624182764238,order_0dHeOSo7V9VhkO,RCPT-D2C-100143,wallet,,,,
pay_iuLIXyvQXXKhqH,payment,0,322013,322013,INR,0,0,False,True,1785731400,1785904200,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_3P6yKSwY7wBOpM,RCPT-D2C-100158,upi,,,,
pay_o5w8iVhNzJLO3a,payment,0,160771,164458,INR,3125,562,False,True,1785732960,1785905760,setl_dX5Mt2ZMndT1DJ,,default,Payment via CARD,,,624182764238,order_JtW7jL9YbvqyAF,RCPT-D2C-100337,card,Visa,HDFC,credit,
pay_w7aqWkaoKP8olg,payment,0,36296,36296,INR,0,0,False,True,1785733380,1785906180,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_ibVQYUfucCfkgN,RCPT-D2C-100243,upi,,,,
pay_Lx2OUMq5GEj6Xz,payment,0,70376,70376,INR,0,0,False,True,1785904200,1785915000,setl_1gJM7KlW1cmJHz,,default,Payment via UPI,,,692853922261,order_gwTMEtTFOSI0tZ,RCPT-D2C-100089,upi,,,,
pay_JZ9mnFzzDurVmq,payment,0,46081,46081,INR,0,0,False,True,1785747000,1785919800,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_Tkka8XeqpIT3Vh,RCPT-D2C-100098,upi,,,,
pay_p9zFRd9zaVrJL3,payment,0,62269,62269,INR,0,0,False,True,1785748740,1785921540,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_ltWAHE7j29xnc4,RCPT-D2C-100300,upi,,,,
pay_bt7AFlxIGYR4Hm,payment,0,69354,70770,INR,1200,216,False,True,1785750960,1785923760,setl_dX5Mt2ZMndT1DJ,,default,Payment via NETBANKING,,,624182764238,order_3bc4uzQFucpXGC,RCPT-D2C-100191,netbanking,,,,
pay_hMSwwDAWfGfsy0,payment,0,151581,151581,INR,0,0,False,True,1785752520,1785925320,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_L9flW91gQk8KS0,RCPT-D2C-100047,upi,,,,
pay_SI6KJ5sCw3EvnS,payment,0,74577,74577,INR,0,0,False,True,1785917340,1785928140,setl_1gJM7KlW1cmJHz,,default,Payment via UPI,,,692853922261,order_BGvTyUUASuFsnS,RCPT-D2C-100353,upi,,,,
pay_YMjtXd5jTnee0T,payment,0,37054,37054,INR,0,0,False,True,1785758640,1785931440,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_BPVOMgiYlZA7WK,RCPT-D2C-100078,upi,,,,
pay_Hd7pXkG42gigLh,payment,0,244241,249241,INR,4237,763,False,True,1785921960,1785932760,setl_1gJM7KlW1cmJHz,,default,Payment via WALLET,,,692853922261,order_NIBFVOUOHDaLCF,RCPT-D2C-100255,wallet,,,,
pay_4tCpjJ2QgaGwdb,payment,0,332317,332317,INR,0,0,False,True,1785761700,1785934500,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_taUZzh2RD8gMtI,RCPT-D2C-100308,upi,,,,
pay_AU87ayaCFyPJug,payment,0,60169,60169,INR,0,0,False,True,1785763080,1785935880,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_rKJzWxINM7OrVt,RCPT-D2C-100131,upi,,,,
pay_cEDWErJiDfqQ1O,payment,0,84116,84116,INR,0,0,False,True,1785763560,1785936360,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_zqDVB7n5sVRmgM,RCPT-D2C-100304,upi,,,,
pay_DusTpkr0cStY4q,payment,0,69048,70462,INR,1198,216,False,True,1785764100,1785936900,setl_dX5Mt2ZMndT1DJ,,default,Payment via WALLET,,,624182764238,order_WB8dWKnHfDNxSI,RCPT-D2C-100001,wallet,,,,
pay_lc9py81kiMThNe,payment,0,213610,217983,INR,3706,667,False,True,1785764940,1785937740,setl_dX5Mt2ZMndT1DJ,,default,Payment via WALLET,,,624182764238,order_uVIXWgjlOnRqgI,RCPT-D2C-100204,wallet,,,,
pay_Ih1WolAqAN8EpS,payment,0,252085,253501,INR,1200,216,False,True,1785765960,1785938760,setl_dX5Mt2ZMndT1DJ,,default,Payment via NETBANKING,,,624182764238,order_QmGlJ2OLxcWyJN,RCPT-D2C-100055,netbanking,,,,
pay_I55gsg9LSfiwj5,payment,0,42459,42459,INR,0,0,False,True,1785767700,1785940500,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_fiT5eIMvdm24HV,RCPT-D2C-100429,upi,,,,
pay_iECuELqNsFYJ6h,payment,0,101620,101620,INR,0,0,False,True,1785768180,1785940980,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_0vTXEJjUpbOHCF,RCPT-D2C-100244,upi,,,,
pay_d59pHmbROJzgah,payment,0,41080,41080,INR,0,0,False,True,1785768900,1785941700,setl_dX5Mt2ZMndT1DJ,,default,Payment via UPI,,,624182764238,order_cw4IT9cGThiCpv,RCPT-D2C-100390,upi,,,,
pay_y4HRAYF41i1oh9,payment,0,177200,187995,USD,10152,643,False,True,1785769080,1785941880,setl_dX5Mt2ZMndT1DJ,,default,Payment (International) via CARD,,,624182764238,order_PZ2OHrUmAshasx,RCPT-D2C-100280,card,Visa,INDB,credit,
pay_A7ujvzKfOrurvS,payment,0,113314,115912,INR,2202,396,False,True,1785803880,1785976680,setl_KpOHfg2LBxMGEU,,default,Payment via CARD,,,431752571167,order_zNi1KJx6tNhGdG,RCPT-D2C-100125,card,MasterCard,ICIC,credit,
pay_G2kdiNtegBoy1X,payment,0,154302,156802,INR,0,0,False,True,1785804360,1785977160,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_hVav8dNrLZgw7H,RCPT-D2C-100052,upi,,,,
pay_N9cO1XwQIFMpNc,payment,0,70688,70688,INR,0,0,False,True,1785806880,1785979680,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_vcQ24HaWMlabIa,RCPT-D2C-100434,upi,,,,
pay_bJlQa2YzQPAYQv,payment,0,42172,42172,INR,0,0,False,True,1785807900,1785980700,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_uSzrrFcAavMtPj,RCPT-D2C-100462,upi,,,,
pay_99ZZrbMXqsjvpS,payment,0,48567,48567,INR,0,0,False,True,1785812400,1785985200,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_ZqkZgZMY8J9gxV,RCPT-D2C-100228,upi,,,,
pay_ox4kw6P06pzD4u,payment,0,218387,219803,INR,1200,216,False,True,1785814200,1785987000,setl_KpOHfg2LBxMGEU,,default,Payment via NETBANKING,,,431752571167,order_KwJ0TQgpUYb1TI,RCPT-D2C-100177,netbanking,,,,
pay_RMGo6GRN4YdCAZ,payment,0,121772,121772,INR,0,0,False,True,1785815640,1785988440,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_2ybsOgoSdBJQmv,RCPT-D2C-100050,upi,,,,
pay_6oOqRK6kuybwXD,payment,0,59029,59029,INR,0,0,False,True,1785815700,1785988500,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_uuJduOOQzVEF6I,RCPT-D2C-100427,upi,,,,
pay_4b7Do7QSjZxAWc,payment,0,198373,198373,INR,0,0,False,True,1785816120,1785988920,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_pJmO6vxpqoi84O,RCPT-D2C-100471,upi,,,,
pay_YMdSWPbCRqBVzJ,payment,0,111092,112508,INR,1200,216,False,True,1785828120,1786000920,setl_KpOHfg2LBxMGEU,,default,Payment via NETBANKING,,,431752571167,order_PtIFMRi1yIjcd1,RCPT-D2C-100087,netbanking,,,,
pay_273Du2m2PEr8sp,payment,0,170171,170171,INR,0,0,False,True,1785831480,1786004280,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_NYbTmXhy3X5iUN,RCPT-D2C-100305,upi,,,,
pay_TJQGG4PHJfRiiH,payment,0,81922,83801,INR,1592,287,False,True,1785994800,1786005600,setl_5uMmXEyDrLU8Z5,,default,Payment via CARD,,,4010945537j3c855,order_UdPKkiCgQX8MSZ,RCPT-D2C-100129,card,American Express,SBIN,credit,
pay_AuDPbIP7wAP50W,payment,0,169781,169781,INR,0,0,False,True,1785834060,1786006860,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_PxF1elYbVewCOq,RCPT-D2C-100199,upi,,,,
pay_EgnVcR9SXTqtor,payment,0,32816,33569,INR,638,115,False,True,1785835020,1786007820,setl_KpOHfg2LBxMGEU,,default,Payment via CARD,,,431752571167,order_Y8hzrD6pffXsBD,RCPT-D2C-100136,card,American Express,ICIC,debit,
pay_TGVWkgNFAgY1Yl,payment,0,134485,134485,INR,0,0,False,True,1785841380,1786014180,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_sImofFFJ6AThaL,RCPT-D2C-100431,upi,,,,
pay_9fIhbALOriJovi,payment,0,106811,106811,INR,0,0,False,True,1785843060,1786015860,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_gHhW1f96EWN294,RCPT-D2C-100114,upi,,,,
pay_P9FOnLKGTQj09B,payment,0,262098,262098,INR,0,0,False,True,1785844860,1786017660,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_BG7svMQB1mokdh,RCPT-D2C-100074,upi,,,,
pay_WQ7SDtwX6Ux9mg,payment,0,77389,77389,INR,0,0,False,True,1785849480,1786022280,setl_KpOHfg2LBxMGEU,,default,Payment via UPI,,,431752571167,order_e2SnvByaBbhxGW,RCPT-D2C-100046,upi,,,,
pay_pJn0meq7WJjjIB,payment,0,108660,108660,INR,0,0,False,True,1785890340,1786063140,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_AzupGhv7Ib3M03,RCPT-D2C-100007,upi,,,,
pay_TW4EdjIKrVc7p2,payment,0,62131,62131,INR,0,0,False,True,1785908100,1786080900,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_qymjMwrVFv1GWt,RCPT-D2C-100460,upi,,,,
pay_zqptglHcPfqhlr,payment,0,62500,62500,INR,0,0,False,True,1785911640,1786084440,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_zX5h9jMbEl5QkY,RCPT-D2C-100165,upi,,,,
pay_o8Lk1OkfthQ7bq,payment,0,103926,103926,INR,0,0,False,True,1785914220,1786087020,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_rkW7AH1wxpS5C4,RCPT-D2C-100091,upi,,,,
pay_cqDhY1cWvwGhO9,payment,0,114287,116908,INR,2221,400,False,True,1786077180,1786087980,setl_zOpQetZ69o4wDo,,default,Payment via CARD,,,379230697628,order_rv7JaVqWIrMnn2,RCPT-D2C-100079,card,RuPay,ICIC,debit,
pay_gvUytvlrtILaOg,payment,0,44655,44655,INR,0,0,False,True,1786083660,1786094460,setl_zOpQetZ69o4wDo,,default,Payment via UPI,,,379230697628,order_yCDxFG6kGRWKr8,RCPT-D2C-100426,upi,,,,
pay_f1xU2ayW4zRcdE,payment,0,79901,79901,INR,0,0,False,True,1785924300,1786097100,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_xeFJJBhDkYGc3A,RCPT-D2C-100450,upi,,,,
pay_t5ttfj2jJAVet1,payment,0,90382,92455,INR,1757,316,False,True,1785924480,1786097280,setl_1tYuujARsIcmy9,,default,Payment via CARD,,,128806061157,order_0ZXkBpfC6HeEFk,RCPT-D2C-100269,card,Visa,UTIB,debit,
pay_kdY7WUAVleVOBP,payment,0,118286,118286,INR,0,0,False,True,1785924540,1786097340,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_d4mCoJuqJRYREg,RCPT-D2C-100104,upi,,,,
rfnd_5xG3MxbokoGXyS,refund,59143,0,59143,INR,0,0,False,True,1785924540,1786097340,setl_1tYuujARsIcmy9,,default,Refund via UPI,,rfnd_5xG3MxbokoGXyS,128806061157,order_d4mCoJuqJRYREg,RCPT-D2C-100104,upi,,,,
pay_3oYyAG98OZQPBl,payment,0,52435,52435,INR,0,0,False,True,1786087680,1786098480,setl_zOpQetZ69o4wDo,,default,Payment via UPI,,,379230697628,order_GdtalqgFPcSNDX,RCPT-D2C-100230,upi,,,,
pay_2NFR5PYZpcb9T2,payment,0,216411,216411,INR,0,0,False,True,1785927720,1786100520,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_039BICbtw5ze9l,RCPT-D2C-100023,upi,,,,
pay_07gPSkDdtwqwor,payment,0,246649,246649,INR,0,0,False,True,1785930420,1786103220,setl_1tYuujARsIcmy9,,default,Payment via UPI,,,128806061157,order_gHdW6YCIy8wt5T,RCPT-D2C-100388,upi,,,,
pay_JMl6kgCZLvlpRo,payment,0,222264,235803,USD,12733,806,False,True,1785931680,1786104480,setl_1tYuujARsIcmy9,,default,Payment (International) via CARD,,,128806061157,order_wPSxiBajapFz8r,RCPT-D2C-100137,card,RuPay,IDFB,debit,
pay_5JxGEy3liY7XfF,payment,0,23608,24150,INR,459,83,False,True,1785941940,1786114740,setl_1tYuujARsIcmy9,,default,Payment via CARD,,,128806061157,order_Ut6Ly1iu5JfiUQ,RCPT-D2C-100301,card,MasterCard,UTIB,debit,
pay_KHRD87148Qftf4,payment,0,54683,54683,INR,0,0,False,True,1786104300,1786115100,setl_zOpQetZ69o4wDo,,default,Payment via UPI,,,379230697628,order_DwbflVbEBq8Cqg,RCPT-D2C-100485,upi,,,,
pay_xoPiQP9DKWWaFM,payment,0,68127,69689,INR,1324,238,False,True,1786065240,1786324440,setl_wjaSsXVpUoKZa3,,default,Payment via CARD,,,310925085643,order_oTIIrtfqePtPAg,RCPT-D2C-100093,card,MasterCard,SBIN,debit,
