balance_transaction_id,type,source_id,customer_facing_amount,customer_facing_currency,gross,fee,net,currency,created_utc,available_on_utc,description,reporting_category,automatic_payout_id,payment_method_type,card_brand,order_id,order_receipt,fx_rate
txn_vy8B6vunuBEWNa,charge,pay_vy8B6vunuBEWNa,11.78,eur,11.78,0.10,11.68,eur,2026-08-01 13:49:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,card,American Express,order_A13puvoiQjWoKk,RCPT-EU-100140,1.000000
txn_ZtjCasgjCY4tl4,charge,pay_ZtjCasgjCY4tl4,6.40,eur,6.40,0.07,6.33,eur,2026-08-02 14:05:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,wallet,,order_WCS8Lx7q1wY7mD,RCPT-EU-100298,1.000000
txn_KJWSKhK7EGYfwz,charge,pay_KJWSKhK7EGYfwz,12.56,eur,12.56,0.98,11.58,eur,2026-08-02 14:09:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,sepa,,order_y9zMTI18C6eUDm,RCPT-EU-100032,1.000000
txn_rP2UIaQXUUJBg1,charge,pay_rP2UIaQXUUJBg1,3.60,eur,3.60,0.03,3.57,eur,2026-08-01 14:16:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,card,American Express,order_TvmfqApOF5edqN,RCPT-EU-100271,1.000000
txn_lJ2OLxcWyJN5Zy,charge,pay_lJ2OLxcWyJN5Zy,612.75,inr,6.60,0.19,6.41,eur,2026-08-01 16:00:00,2026-08-03,Payment (fx INR->EUR),charge,po_G3TgNcvyymOItH,card,Visa,order_iKn5smyFq55jyo,RCPT-EU-100053,0.010771
txn_XRV99nCQvtsU7R,charge,pay_XRV99nCQvtsU7R,14.54,eur,14.54,0.12,14.42,eur,2026-08-02 12:02:00,2026-08-03,Payment,charge,po_nK98h7n1cVn1Jp,card,American Express,order_TAuwm6zo88EB0O,RCPT-EU-100026,1.000000
txn_mhCZ8DxXVZP1Vt,charge,pay_mhCZ8DxXVZP1Vt,31.57,eur,31.57,0.39,31.18,eur,2026-08-01 16:24:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,sepa,,order_b1kz6U0Z2jDUhJ,RCPT-EU-100071,1.000000
txn_th9feqwSg6jncE,charge,pay_th9feqwSg6jncE,8.54,eur,8.54,0.07,8.47,eur,2026-08-01 17:17:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,card,Visa,order_K0f4ITQtH3Z4BE,RCPT-EU-100307,1.000000
txn_EseIqTS2Hk0g1t,charge,pay_EseIqTS2Hk0g1t,7.25,eur,7.25,0.06,7.19,eur,2026-08-02 17:39:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,card,MasterCard,order_dfIY8jpBrWYCQg,RCPT-EU-100289,1.000000
txn_sHXWVpJ71ddpzC,charge,pay_sHXWVpJ71ddpzC,13.65,eur,13.65,0.70,12.95,eur,2026-08-01 14:06:00,2026-08-03,Payment,charge,po_nK98h7n1cVn1Jp,card,American Express,order_VTUtgGvU4DWtsh,RCPT-EU-100254,1.000000
txn_fGfsy0L9flW91g,charge,pay_fGfsy0L9flW91g,16.73,eur,16.73,0.14,16.59,eur,2026-08-01 14:12:00,2026-08-03,Payment,charge,po_nK98h7n1cVn1Jp,card,American Express,order_Qk8KS0N8sOfKH8,RCPT-EU-100045,1.000000
txn_QcQV4Wnrvw0jbQ,charge,pay_QcQV4Wnrvw0jbQ,7.32,eur,7.32,0.06,7.26,eur,2026-08-03 15:47:00,2026-08-03,Payment,charge,po_nK98h7n1cVn1Jp,card,Visa,order_ctbOWVxD4YTxtq,RCPT-EU-100329,1.000000
txn_UVEJYI7TisCl4H,charge,pay_UVEJYI7TisCl4H,5.52,eur,5.52,0.05,5.47,eur,2026-08-02 20:07:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,card,Visa,order_2zdgwJf010HN48,RCPT-EU-100226,1.000000
txn_gTCX4N1WmodbzI,charge,pay_gTCX4N1WmodbzI,19.11,eur,19.11,0.37,18.74,eur,2026-08-01 20:26:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,sepa,,order_BeZQbmnWSmr5Za,RCPT-EU-100365,1.000000
txn_RukPcuvL7DXxvt,charge,pay_RukPcuvL7DXxvt,28.27,eur,28.27,0.24,28.03,eur,2026-08-01 16:42:00,2026-08-03,Payment,charge,po_nK98h7n1cVn1Jp,card,Visa,order_s2JuwFSojtfdq7,RCPT-EU-100058,1.000000
txn_GvUw3qYmKPIr4l,charge,pay_GvUw3qYmKPIr4l,17.16,gbp,19.59,0.56,19.03,eur,2026-08-02 20:49:00,2026-08-03,Payment (fx GBP->EUR),charge,po_G3TgNcvyymOItH,card,American Express,order_i9xgdWN5HnFVHp,RCPT-EU-100396,1.141835
txn_vDM3doZTze9YTo,charge,pay_vDM3doZTze9YTo,26.15,eur,26.15,0.22,25.93,eur,2026-08-01 20:50:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,card,Discover,order_o45keU5Wu1Tv3W,RCPT-EU-100171,1.000000
txn_PrHCyUNx6Wv6Fa,charge,pay_PrHCyUNx6Wv6Fa,24.47,eur,24.47,0.38,24.09,eur,2026-08-02 20:54:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,sepa,,order_svZvn1ORhFW88b,RCPT-EU-100087,1.000000
txn_E2PNgAmQ1ekrwJ,charge,pay_E2PNgAmQ1ekrwJ,64.84,eur,64.84,0.29,64.55,eur,2026-08-01 20:54:00,2026-08-03,Payment,charge,po_G3TgNcvyymOItH,ideal,,order_0HgV7FIHsG3z44,RCPT-EU-100312,1.000000
txn_zdy0OnF0qekbIA,charge,pay_zdy0OnF0qekbIA,17.74,eur,17.74,0.15,17.59,eur,2026-08-03 18:30:00,2026-08-03,Payment,charge,po_nK98h7n1cVn1Jp,card,Discover,order_M7lNG1odPwQgbh,RCPT-EU-100163,1.000000
txn_KYA0Z11vEcgiHr,charge,pay_KYA0Z11vEcgiHr,4.53,eur,4.53,0.04,4.49,eur,2026-08-02 20:14:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,card,American Express,order_7m4Fk5wCvHtqXM,RCPT-EU-100351,1.000000
txn_VD7FQKQFEnDsQI,charge,pay_VD7FQKQFEnDsQI,717.66,inr,7.73,0.22,7.51,eur,2026-08-03 09:09:00,2026-08-04,Payment (fx INR->EUR),charge,po_ocybODPkx9hZBu,card,American Express,order_y3uVVgfJMm7jzD,RCPT-EU-100162,0.010771
txn_cTa6XA5OHVZPp2,charge,pay_cTa6XA5OHVZPp2,5.68,eur,5.68,0.05,5.63,eur,2026-08-04 06:36:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,card,MasterCard,order_bPVlPYoChyjzTR,RCPT-EU-100200,1.000000
txn_mpgppa0nLgTETo,charge,pay_mpgppa0nLgTETo,13.76,eur,13.76,0.37,13.39,eur,2026-08-04 06:39:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,sepa,,order_D4uyetiAY2bv6d,RCPT-EU-100040,1.000000
txn_30E5gly6Ho5w8i,charge,pay_30E5gly6Ho5w8i,5.94,eur,5.94,0.05,5.89,eur,2026-08-03 10:49:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,card,Visa,order_VhNzJLO3aJtW7j,RCPT-EU-100320,1.000000
txn_H9dKNhDpqiP86a,charge,pay_H9dKNhDpqiP86a,6.22,eur,6.22,0.29,5.93,eur,2026-08-04 06:52:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,ideal,,order_76hsx9oFpNNSw6,RCPT-EU-100148,1.000000
txn_eTJQGG4PHJfRii,charge,pay_eTJQGG4PHJfRii,26.16,eur,26.16,0.29,25.87,eur,2026-08-03 11:00:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,ideal,,order_HUdPKkiCgQX8MS,RCPT-EU-100123,1.000000
txn_wfFvtVvkQGpf9b,charge,pay_wfFvtVvkQGpf9b,8.36,eur,8.36,0.07,8.29,eur,2026-08-04 08:20:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,card,Discover,order_fMyiUAW6FpSon7,RCPT-EU-100090,1.000000
txn_1JSXL9oh257rKG,refund,rfnd_1JSXL9oh257rKG,8.36,eur,-8.36,0.00,-8.36,eur,2026-08-04 08:20:00,2026-08-04,Refund,refund,po_2qLSDKFPF3SklR,card,Discover,order_fMyiUAW6FpSon7,RCPT-EU-100090,1.000000
txn_gDiql2BOzMc0KF,charge,pay_gDiql2BOzMc0KF,7.42,eur,7.42,0.29,7.13,eur,2026-08-03 13:55:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,ideal,,order_2HjmvHvNnt6lDE,RCPT-EU-100346,1.000000
txn_pphraC5M99ZZrb,charge,pay_pphraC5M99ZZrb,5.84,eur,5.84,0.29,5.55,eur,2026-08-04 10:42:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,ideal,,order_MXqsjvpSZqkZgZ,RCPT-EU-100217,1.000000
txn_cyPL7tizR7hV0u,charge,pay_cyPL7tizR7hV0u,14.15,usd,12.72,0.36,12.36,eur,2026-08-03 14:44:00,2026-08-04,Payment (fx USD->EUR),charge,po_ocybODPkx9hZBu,card,Discover,order_eqx1Qanjk20MF2,RCPT-EU-100261,0.899082
txn_esKUYycLiGroGc,charge,pay_esKUYycLiGroGc,5.15,eur,5.15,0.04,5.11,eur,2026-08-04 11:27:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,card,Discover,order_j6fGEvPqyX2IFn,RCPT-EU-100263,1.000000
txn_tVe3Djsva1lIa0,charge,pay_tVe3Djsva1lIa0,12.85,eur,12.85,0.11,12.74,eur,2026-08-03 15:52:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,card,MasterCard,order_D3oJUVMhALiRhQ,RCPT-EU-100116,1.000000
txn_ZzQ9ADp0j5Wmpl,charge,pay_ZzQ9ADp0j5Wmpl,13.58,eur,13.58,0.29,13.29,eur,2026-08-03 16:09:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,ideal,,order_cm7hufPK5ACDiB,RCPT-EU-100039,1.000000
txn_UASuFsnSXlVOzz,charge,pay_UASuFsnSXlVOzz,479.06,inr,5.16,0.14,5.02,eur,2026-08-03 17:39:00,2026-08-04,Payment (fx INR->EUR),charge,po_ocybODPkx9hZBu,card,American Express,order_9ZXyOMtblceTzu,RCPT-EU-100335,0.010771
txn_RpYqhJhhSGDwoj,charge,pay_RpYqhJhhSGDwoj,12.12,eur,12.12,0.10,12.02,eur,2026-08-03 17:45:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,card,Discover,order_t6sFZ42cBJI8BP,RCPT-EU-100330,1.000000
txn_4yEZpjgViO1zpy,refund,rfnd_4yEZpjgViO1zpy,12.12,eur,-6.06,0.00,-6.06,eur,2026-08-03 17:45:00,2026-08-04,Refund,refund,po_ocybODPkx9hZBu,card,Discover,order_t6sFZ42cBJI8BP,RCPT-EU-100330,1.000000
txn_3zY5fyOwQH2hpg,charge,pay_3zY5fyOwQH2hpg,7.35,eur,7.35,0.36,6.99,eur,2026-08-03 18:50:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,sepa,,order_cuoqLAwWtkRLDi,RCPT-EU-100340,1.000000
txn_CCz7hSj6iLa6ji,charge,pay_CCz7hSj6iLa6ji,3.17,gbp,3.62,0.10,3.52,eur,2026-08-03 18:55:00,2026-08-04,Payment (fx GBP->EUR),charge,po_ocybODPkx9hZBu,card,Discover,order_FI6PGrI9rcpnz1,RCPT-EU-100255,1.141835
txn_nZogva5HHhdTf9,charge,pay_nZogva5HHhdTf9,14.02,eur,14.02,0.12,13.90,eur,2026-08-03 20:19:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,card,MasterCard,order_cYGb7OYMUept1Y,RCPT-EU-100213,1.000000
txn_c48GmkULwV6J5d,charge,pay_c48GmkULwV6J5d,11.82,eur,11.82,0.29,11.53,eur,2026-08-03 20:35:00,2026-08-04,Payment,charge,po_ocybODPkx9hZBu,ideal,,order_tC5q2pN5JxGEy3,RCPT-EU-100287,1.000000
txn_BDbnipYKXuXjIW,charge,pay_BDbnipYKXuXjIW,5.37,eur,5.37,1.45,3.92,eur,2026-08-04 19:47:00,2026-08-04,Payment,charge,po_2qLSDKFPF3SklR,ideal,,order_65XQiJKKJJHlyz,RCPT-EU-100190,1.000000
txn_0TVFzwdl6LAU87,charge,pay_0TVFzwdl6LAU87,11.57,eur,11.57,0.36,11.21,eur,2026-08-04 06:13:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,sepa,,order_ayaCFyPJugrKJz,RCPT-EU-100125,1.000000
txn_hYyLLJR9ZAxneG,charge,pay_hYyLLJR9ZAxneG,16.69,eur,16.69,1.31,15.38,eur,2026-08-04 08:15:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,card,American Express,order_EwFb7KOv4GOPDU,RCPT-EU-100280,1.000000
txn_DweaNLHcPav2kl,charge,pay_DweaNLHcPav2kl,10.68,eur,10.68,1.47,9.21,eur,2026-08-04 09:43:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,sepa,,order_IGSIEu79wzeB9J,RCPT-EU-100327,1.000000
txn_ININfqVM8Vucey,charge,pay_ININfqVM8Vucey,6.36,eur,6.36,0.36,6.00,eur,2026-08-04 09:47:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,sepa,,order_Co1L0DLcEEcBB4,RCPT-EU-100221,1.000000
txn_VQI1T5r8XPTElo,charge,pay_VQI1T5r8XPTElo,11.97,eur,11.97,0.10,11.87,eur,2026-08-04 10:08:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,card,American Express,order_nBB24rTVncQrTK,RCPT-EU-100284,1.000000
txn_mKbMwTJYvCjToo,charge,pay_mKbMwTJYvCjToo,12.01,eur,12.01,0.37,11.64,eur,2026-08-04 10:58:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,sepa,,order_8Lk1OkfthQ7bqr,RCPT-EU-100086,1.000000
txn_VmnjkRSwFn9tX1,charge,pay_VmnjkRSwFn9tX1,13.75,eur,13.75,0.29,13.46,eur,2026-08-04 11:18:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,ideal,,order_HXqipUIVr2HVKa,RCPT-EU-100202,1.000000
txn_Q2J6fID1Ks3Mkf,charge,pay_Q2J6fID1Ks3Mkf,2.91,eur,2.91,0.29,2.62,eur,2026-08-04 11:31:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,ideal,,order_3mJOeRdAGZQu6u,RCPT-EU-100278,1.000000
txn_NWCUwYap7iZOTa,charge,pay_NWCUwYap7iZOTa,14.23,eur,14.23,0.12,14.11,eur,2026-08-04 11:47:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,card,MasterCard,order_En8zgvcrblxh1w,RCPT-EU-100211,1.000000
txn_d8k5Pjg3HFrX54,refund,rfnd_d8k5Pjg3HFrX54,14.23,eur,-14.23,0.00,-14.23,eur,2026-08-04 11:47:00,2026-08-05,Refund,refund,po_7pOxH2kHd0jbWg,card,MasterCard,order_En8zgvcrblxh1w,RCPT-EU-100211,1.000000
txn_PnOBkM9LTW7vHB,charge,pay_PnOBkM9LTW7vHB,14.67,eur,14.67,0.12,14.55,eur,2026-08-04 12:52:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,card,MasterCard,order_44FG8W88n1E8mc,RCPT-EU-100322,1.000000
txn_fQAdzEv7g5iFqh,charge,pay_fQAdzEv7g5iFqh,5.09,usd,4.58,0.13,4.45,eur,2026-08-04 12:53:00,2026-08-05,Payment (fx USD->EUR),charge,po_7pOxH2kHd0jbWg,card,MasterCard,order_EvveQzE2QPuwNO,RCPT-EU-100015,0.899082
txn_zMeJ2eLNVnguPc,charge,pay_zMeJ2eLNVnguPc,7.60,eur,7.60,0.06,7.54,eur,2026-08-04 15:05:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,card,Discover,order_aT13fZAaZO4ebt,RCPT-EU-100302,1.000000
txn_WqOsFbhGvXSSw8,charge,pay_WqOsFbhGvXSSw8,2.15,gbp,2.45,0.07,2.38,eur,2026-08-05 12:03:00,2026-08-05,Payment (fx GBP->EUR),charge,po_F6PF4Z7qDCm7uN,card,MasterCard,order_Ja6gRmDo5SEryI,RCPT-EU-100348,1.141835
txn_i1w21OQAaXXjEw,charge,pay_i1w21OQAaXXjEw,9.84,eur,9.84,0.36,9.48,eur,2026-08-04 16:10:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,sepa,,order_4krRfbig4cEDWE,RCPT-EU-100290,1.000000
txn_CNQCmup6N0A0Ua,charge,pay_CNQCmup6N0A0Ua,9.16,eur,9.16,0.36,8.80,eur,2026-08-04 16:38:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,sepa,,order_rXLnTENCyfjeEa,RCPT-EU-100030,1.000000
txn_FWZ4LKNE7wAF6q,charge,pay_FWZ4LKNE7wAF6q,13.08,eur,13.08,0.14,12.94,eur,2026-08-04 17:18:00,2026-08-05,Payment,charge,po_7pOxH2kHd0jbWg,wallet,,order_ZFIPdqD38aocHB,RCPT-EU-100228,1.000000
txn_Hd7pXkG42gigLh,charge,pay_Hd7pXkG42gigLh,11.64,eur,11.64,0.13,11.51,eur,2026-08-05 14:56:00,2026-08-05,Payment,charge,po_F6PF4Z7qDCm7uN,wallet,,order_NIBFVOUOHDaLCF,RCPT-EU-100243,1.000000
txn_lGbpyJwqSrfOZe,charge,pay_lGbpyJwqSrfOZe,726.94,inr,7.83,0.23,7.60,eur,2026-08-04 19:25:00,2026-08-05,Payment (fx INR->EUR),charge,po_7pOxH2kHd0jbWg,card,Visa,order_9NY3ops0nLDV4n,RCPT-EU-100313,0.010771
txn_IXwwr7aymBjX8u,charge,pay_IXwwr7aymBjX8u,21.68,eur,21.68,0.29,21.39,eur,2026-08-05 07:02:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,ideal,,order_gHiadLaLstHxsc,RCPT-EU-100301,1.000000
txn_8mXvJ5L3v26xKh,charge,pay_8mXvJ5L3v26xKh,22.46,eur,22.46,0.19,22.27,eur,2026-08-05 07:03:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,card,American Express,order_BWxtPc3fNo6W5z,RCPT-EU-100105,1.000000
txn_o6Jq3QtHHzYFqO,charge,pay_o6Jq3QtHHzYFqO,5.40,eur,5.40,0.36,5.04,eur,2026-08-05 07:34:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,sepa,,order_AJC3WF3TlU26vy,RCPT-EU-100195,1.000000
txn_BMUHygth3Xrteh,charge,pay_BMUHygth3Xrteh,11.28,eur,11.28,0.36,10.92,eur,2026-08-05 08:59:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,sepa,,order_TxEGqEnYbeEQzq,RCPT-EU-100165,1.000000
txn_8iWrAHFAuQaGE0,charge,pay_8iWrAHFAuQaGE0,9.29,eur,9.29,0.10,9.19,eur,2026-08-05 10:32:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,wallet,,order_zPj9pryMwttU1h,RCPT-EU-100309,1.000000
txn_rBBHbTeIJbOXdu,charge,pay_rBBHbTeIJbOXdu,15.45,eur,15.45,0.13,15.32,eur,2026-08-05 11:14:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,card,Visa,order_t9rEasp7IenJ4B,RCPT-EU-100334,1.000000
txn_SVFRLs4caqizPH,charge,pay_SVFRLs4caqizPH,5.65,eur,5.65,0.05,5.60,eur,2026-08-05 11:34:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,card,Visa,order_NroCY05LYRV9JX,RCPT-EU-100129,1.000000
txn_Pb3lyE7LxhMNf2,charge,pay_Pb3lyE7LxhMNf2,10.70,eur,10.70,0.36,10.34,eur,2026-08-05 11:56:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,sepa,,order_1HzEOeul5AgPZv,RCPT-EU-100393,1.000000
txn_h38rLcSEXEoUWy,charge,pay_h38rLcSEXEoUWy,23.29,eur,23.29,0.20,23.09,eur,2026-08-05 13:54:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,card,American Express,order_qiJSCblfuGI2DU,RCPT-EU-100342,1.000000
txn_01hGv2v7weRyot,charge,pay_01hGv2v7weRyot,9.00,eur,9.00,0.36,8.64,eur,2026-08-05 16:12:00,2026-08-06,Payment,charge,po_RWKr8Hn5usmtkR,sepa,,order_o6tIa3GAaxjlHf,RCPT-EU-100075,1.000000
