balance_transaction_id,type,source_id,customer_facing_amount,customer_facing_currency,gross,fee,net,currency,created_utc,available_on_utc,description,reporting_category,automatic_payout_id,payment_method_type,card_brand,order_id,order_receipt,fx_rate
txn_KYA0Z11vEcgiHr,charge,pay_KYA0Z11vEcgiHr,4.94,usd,4.94,0.42,4.52,usd,2026-08-02 20:14:00,2026-08-04,Payment,charge,po_tnPNbLrXXNQhhu,card,American Express,order_7m4Fk5wCvHtqXM,RCPT-US-100347,1.000000
txn_1OzqDVB7n5sVRm,charge,pay_1OzqDVB7n5sVRm,17.89,usd,17.89,0.75,17.14,usd,2026-08-03 06:22:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,American Express,order_gMGGWSEigH9dwP,RCPT-US-100285,1.000000
txn_7sICK1cSwO3lzU,charge,pay_7sICK1cSwO3lzU,9.22,usd,9.22,0.53,8.69,usd,2026-08-03 06:26:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Visa,order_tjuJT6QUj1NJ8z,RCPT-US-100118,1.000000
txn_rEVzLQqtcfcc2B,charge,pay_rEVzLQqtcfcc2B,9.41,usd,9.41,0.54,8.87,usd,2026-08-03 10:31:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Discover,order_8OBvZdT4z3igjA,RCPT-US-100356,1.000000
txn_pJd31kjAC2yueW,charge,pay_pJd31kjAC2yueW,36.47,usd,36.47,1.22,35.25,usd,2026-08-03 12:06:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Discover,order_got6rZ8bnTKjpq,RCPT-US-100171,1.000000
txn_7nwQQ61e2uWhle,charge,pay_7nwQQ61e2uWhle,12.24,usd,12.24,0.61,11.63,usd,2026-08-03 12:33:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,MasterCard,order_kOJE7whXhNhK0X,RCPT-US-100110,1.000000
txn_ry6bHJ0HUR6ay9,charge,pay_ry6bHJ0HUR6ay9,11.23,usd,11.23,1.62,9.61,usd,2026-08-03 12:41:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,MasterCard,order_swuZDhOyoDUiuk,RCPT-US-100327,1.000000
txn_ytyzEHzUPDOl8u,charge,pay_ytyzEHzUPDOl8u,8.52,usd,8.52,0.51,8.01,usd,2026-08-03 13:27:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Visa,order_RWKs1Xat0RKccL,RCPT-US-100188,1.000000
txn_8u8EU3mBHQa7nL,charge,pay_8u8EU3mBHQa7nL,16.38,usd,16.38,0.09,16.29,usd,2026-08-03 13:39:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,ach,,order_ogV1CcHUjNK3Ti,RCPT-US-100242,1.000000
txn_iAEXEJjHufpgs4,charge,pay_iAEXEJjHufpgs4,41.97,usd,41.97,1.36,40.61,usd,2026-08-03 15:04:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Visa,order_R6xcL5GQTZassL,RCPT-US-100145,1.000000
txn_icx7u7UnDGxdFo,charge,pay_icx7u7UnDGxdFo,18.65,aud,12.06,1.91,10.15,usd,2026-08-03 15:24:00,2026-08-05,Payment (fx AUD->USD),charge,po_XX54spE95FRy4I,card,American Express,order_7RIC286jIEdrnC,RCPT-US-100160,0.646800
txn_F0k5Uy8Ih1WolA,charge,pay_F0k5Uy8Ih1WolA,8.07,usd,8.07,0.50,7.57,usd,2026-08-03 16:57:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Visa,order_qAN8EpSQmGlJ2O,RCPT-US-100051,1.000000
txn_R5ydeVTmXz41L2,charge,pay_R5ydeVTmXz41L2,24.19,usd,24.19,0.89,23.30,usd,2026-08-03 17:35:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,wallet,,order_iqLKFJ5khNeV3G,RCPT-US-100213,1.000000
txn_2Xe87XHoEFZxE3,charge,pay_2Xe87XHoEFZxE3,5.55,usd,5.55,0.44,5.11,usd,2026-08-03 18:04:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,Visa,order_5XTXgQBN3IEr4g,RCPT-US-100290,1.000000
txn_IiuoiSU6Y57QWH,charge,pay_IiuoiSU6Y57QWH,9.56,usd,9.56,0.05,9.51,usd,2026-08-03 18:21:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,ach,,order_UzFGzrjLZtTDgF,RCPT-US-100394,1.000000
txn_1h5Eu1CyFlPs2V,charge,pay_1h5Eu1CyFlPs2V,9.28,usd,9.28,0.53,8.75,usd,2026-08-03 19:51:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,American Express,order_OI3UzvckLIFP6e,RCPT-US-100304,1.000000
txn_zJLO3aJtW7jL9Y,charge,pay_zJLO3aJtW7jL9Y,5.67,usd,5.67,0.44,5.23,usd,2026-08-03 20:32:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,MasterCard,order_bvqyAFaDBHI7zL,RCPT-US-100316,1.000000
txn_nZn2M1eLkNCZ8h,charge,pay_nZn2M1eLkNCZ8h,12.68,usd,12.68,0.62,12.06,usd,2026-08-03 20:45:00,2026-08-05,Payment,charge,po_XX54spE95FRy4I,card,MasterCard,order_KYWHJPu05MC4j1,RCPT-US-100033,1.000000
txn_OFwKJ1QBbZnhHS,charge,pay_OFwKJ1QBbZnhHS,13.42,usd,13.42,0.63,12.79,usd,2026-08-04 06:06:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,wallet,,order_k4HFqlNOPmxygt,RCPT-US-100122,1.000000
txn_Fzwdl6LAU87aya,charge,pay_Fzwdl6LAU87aya,5.17,usd,5.17,0.43,4.74,usd,2026-08-04 06:13:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,American Express,order_CFyPJugrKJzWxI,RCPT-US-100123,1.000000
txn_qBM1k325TE4xHK,charge,pay_qBM1k325TE4xHK,14.87,usd,14.87,0.67,14.20,usd,2026-08-04 06:20:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,Visa,order_cWHMk3071YR7MQ,RCPT-US-100266,1.000000
txn_UxBUNdH9SdoXkx,charge,pay_UxBUNdH9SdoXkx,13.38,usd,13.38,0.64,12.74,usd,2026-08-04 08:31:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,MasterCard,order_88rsXe87oMi93q,RCPT-US-100181,1.000000
txn_9Ml7mfz7VWGR6V,charge,pay_9Ml7mfz7VWGR6V,3.88,usd,3.88,0.02,3.86,usd,2026-08-04 08:39:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,ach,,order_Ei7t7Dqt8gmPvD,RCPT-US-100324,1.000000
txn_2XHWl0ttyd6J9D,charge,pay_2XHWl0ttyd6J9D,17.36,usd,17.36,0.09,17.27,usd,2026-08-04 09:11:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,ach,,order_buNEuzcqley577,RCPT-US-100241,1.000000
txn_Pg7tuHlOcVNk5U,refund,rfnd_Pg7tuHlOcVNk5U,17.36,usd,-17.36,0.00,-17.36,usd,2026-08-04 09:11:00,2026-08-06,Refund,refund,po_9LSfiwj5fiT5eI,ach,,order_buNEuzcqley577,RCPT-US-100241,1.000000
txn_oK6PpIng6l9dIe,charge,pay_oK6PpIng6l9dIe,13.76,usd,13.76,0.07,13.69,usd,2026-08-04 10:38:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,ach,,order_AJNtyiWTS178D7,RCPT-US-100273,1.000000
txn_V6tV0TJLy9Bl20,charge,pay_V6tV0TJLy9Bl20,5.14,usd,5.14,0.43,4.71,usd,2026-08-04 11:00:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,American Express,order_3EdiuUO7gGAXNa,RCPT-US-100254,1.000000
txn_2J6fID1Ks3Mkf3,charge,pay_2J6fID1Ks3Mkf3,3.17,usd,3.17,1.08,2.09,usd,2026-08-04 11:31:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,ach,,order_mJOeRdAGZQu6uu,RCPT-US-100272,1.000000
txn_N88hXJsi6BwhTp,charge,pay_N88hXJsi6BwhTp,4.42,usd,4.42,0.02,4.40,usd,2026-08-04 17:21:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,ach,,order_3Fs2QhX6KWxOii,RCPT-US-100004,1.000000
txn_tI5V2a39cSaJUJ,charge,pay_tI5V2a39cSaJUJ,15.13,usd,15.13,0.68,14.45,usd,2026-08-04 17:50:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,Visa,order_pLtKWRD7r2PVC2,RCPT-US-100192,1.000000
txn_RkLh6WOFCvaxTb,charge,pay_RkLh6WOFCvaxTb,10.20,usd,10.20,0.56,9.64,usd,2026-08-04 18:04:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,Discover,order_hxI0esUzO94CM8,RCPT-US-100388,1.000000
txn_XF0DAJ2Z8KdzKH,charge,pay_XF0DAJ2Z8KdzKH,9.77,usd,9.77,0.55,9.22,usd,2026-08-06 14:20:00,2026-08-06,Payment,charge,po_24HVvdd0oQ1Xi2,card,American Express,order_vg4UnE799FIp1w,RCPT-US-100343,1.000000
txn_kbji1sKxri6tzo,charge,pay_kbji1sKxri6tzo,6.43,usd,6.43,0.46,5.97,usd,2026-08-04 18:23:00,2026-08-06,Payment,charge,po_9LSfiwj5fiT5eI,card,Discover,order_79CTwNNKkZc6Ob,RCPT-US-100268,1.000000
txn_NaQzoQLDye3Vay,charge,pay_NaQzoQLDye3Vay,15.71,usd,15.71,0.70,15.01,usd,2026-08-06 19:48:00,2026-08-06,Payment,charge,po_24HVvdd0oQ1Xi2,card,Visa,order_IfktSsGFtqjZRd,RCPT-US-100373,1.000000
txn_wwr7aymBjX8ugH,charge,pay_wwr7aymBjX8ugH,5.50,usd,5.50,0.43,5.07,usd,2026-08-05 07:02:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,wallet,,order_iadLaLstHxsc7o,RCPT-US-100295,1.000000
txn_kbIAM7lNG1odPw,charge,pay_kbIAM7lNG1odPw,12.30,usd,12.30,0.61,11.69,usd,2026-08-05 09:50:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Discover,order_QgbhiVuDBOuBOg,RCPT-US-100158,1.000000
txn_l7FlLTlWdWxsbu,charge,pay_l7FlLTlWdWxsbu,2.88,usd,2.88,0.37,2.51,usd,2026-08-05 10:46:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,MasterCard,order_37E1fU5LR5QiBw,RCPT-US-100100,1.000000
txn_M5mS3gpGMPuD9I,refund,rfnd_M5mS3gpGMPuD9I,2.88,usd,-2.88,0.00,-2.88,usd,2026-08-05 10:46:00,2026-08-07,Refund,refund,po_pAEwyafPZYOIB1,card,MasterCard,order_37E1fU5LR5QiBw,RCPT-US-100100,1.000000
txn_TfU94gymM219KZ,charge,pay_TfU94gymM219KZ,11.33,usd,11.33,0.59,10.74,usd,2026-08-05 11:10:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Discover,order_hAA2LG8PdkzqQv,RCPT-US-100127,1.000000
txn_WqOsFbhGvXSSw8,charge,pay_WqOsFbhGvXSSw8,2.15,gbp,2.68,0.42,2.26,usd,2026-08-05 12:03:00,2026-08-07,Payment (fx GBP->USD),charge,po_pAEwyafPZYOIB1,card,MasterCard,order_Ja6gRmDo5SEryI,RCPT-US-100344,1.244600
txn_9UNb569ABDQk5f,charge,pay_9UNb569ABDQk5f,13.90,usd,13.90,0.65,13.25,usd,2026-08-05 12:36:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,MasterCard,order_T6ixTinbh0hurb,RCPT-US-100076,1.000000
txn_6xqIhGsEUK0im1,charge,pay_6xqIhGsEUK0im1,18.45,usd,18.45,0.76,17.69,usd,2026-08-05 12:44:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,American Express,order_aKPLYwzbtVXH5P,RCPT-US-100161,1.000000
txn_LjgmTHAVEXavVy,charge,pay_LjgmTHAVEXavVy,5.03,usd,5.03,0.03,5.00,usd,2026-08-05 12:57:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,ach,,order_VsGL6dy6QLJWn6,RCPT-US-100350,1.000000
txn_fmy0AJI9N5XOZV,charge,pay_fmy0AJI9N5XOZV,13.78,cad,9.86,0.75,9.11,usd,2026-08-05 13:01:00,2026-08-07,Payment (fx CAD->USD),charge,po_pAEwyafPZYOIB1,card,Discover,order_YI9kclkh9Cplm1,RCPT-US-100270,0.715400
txn_BGEK8hf0dnbzzD,charge,pay_BGEK8hf0dnbzzD,11.76,gbp,14.64,0.96,13.68,usd,2026-08-05 15:12:00,2026-08-07,Payment (fx GBP->USD),charge,po_pAEwyafPZYOIB1,card,Visa,order_pArxlUJtPWRKCR,RCPT-US-100079,1.244600
txn_W3jtZVDtVqU4ye,charge,pay_W3jtZVDtVqU4ye,6.45,usd,6.45,0.46,5.99,usd,2026-08-05 16:04:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,MasterCard,order_gX5PzPWJINA43q,RCPT-US-100099,1.000000
txn_XGhLEUbMgqBOIa,charge,pay_XGhLEUbMgqBOIa,9.84,usd,9.84,0.55,9.29,usd,2026-08-05 16:59:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Visa,order_Zx7doCz44CC3pn,RCPT-US-100071,1.000000
txn_dtwqworgHdW6YC,charge,pay_dtwqworgHdW6YC,15.82,usd,15.82,1.04,14.78,usd,2026-08-05 17:17:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Visa,order_Iy8wt5TibhJpfL,RCPT-US-100364,1.000000
txn_kpl76DfkhC0Hxz,charge,pay_kpl76DfkhC0Hxz,8.99,usd,8.99,0.53,8.46,usd,2026-08-05 18:19:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Discover,order_aks6ZcEArYml8q,RCPT-US-100056,1.000000
txn_ycjy4kAcc4BmoV,charge,pay_ycjy4kAcc4BmoV,4.90,usd,4.90,0.42,4.48,usd,2026-08-05 18:22:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Visa,order_qZg8J3D6yjhJfL,RCPT-US-100175,1.000000
txn_8QZJi6gkfsUFRD,charge,pay_8QZJi6gkfsUFRD,10.23,usd,10.23,0.05,10.18,usd,2026-08-05 19:27:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,ach,,order_zsLb5ER8BoFzQF,RCPT-US-100011,1.000000
txn_a76RnIChtP8HKQ,refund,rfnd_a76RnIChtP8HKQ,10.23,usd,-5.12,0.00,-5.12,usd,2026-08-05 19:27:00,2026-08-07,Refund,refund,po_pAEwyafPZYOIB1,ach,,order_zsLb5ER8BoFzQF,RCPT-US-100011,1.000000
txn_d1rZiK99MkexFI,charge,pay_d1rZiK99MkexFI,11.14,usd,11.14,0.58,10.56,usd,2026-08-05 19:32:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,card,Visa,order_XxnDZPDXCAsm9N,RCPT-US-100094,1.000000
txn_5sCw3EvnSBGvTy,charge,pay_5sCw3EvnSBGvTy,31.29,usd,31.29,1.06,30.23,usd,2026-08-05 20:01:00,2026-08-07,Payment,charge,po_pAEwyafPZYOIB1,wallet,,order_UUASuFsnSXlVOz,RCPT-US-100331,1.000000
txn_92FN3HIeBRukPc,charge,pay_92FN3HIeBRukPc,19.94,usd,19.94,0.80,19.14,usd,2026-08-07 20:09:00,2026-08-08,Payment,charge,po_4KsbQwAVnJXKcR,card,Visa,order_uvL7DXxvts2Juw,RCPT-US-100057,1.000000
txn_RAUsCpdiSjVsa3,charge,pay_RAUsCpdiSjVsa3,11.70,usd,11.70,0.59,11.11,usd,2026-08-06 06:16:00,2026-08-10,Payment,charge,po_V3NbdLgGohKWdg,card,American Express,order_vtRZbUiaYJYwY4,RCPT-US-100108,1.000000
txn_nMi7QMx5A8P9Uv,charge,pay_nMi7QMx5A8P9Uv,4.18,cad,2.99,0.43,2.56,usd,2026-08-07 06:33:00,2026-08-10,Payment (fx CAD->USD),charge,po_V3NbdLgGohKWdg,wallet,,order_42gDCqTAntz8GB,RCPT-US-100260,0.715400
txn_nlJ9zx08GPch4Y,charge,pay_nlJ9zx08GPch4Y,11.49,usd,11.49,0.59,10.90,usd,2026-08-08 06:58:00,2026-08-10,Payment,charge,po_V3NbdLgGohKWdg,card,American Express,order_8WJzcL2j9xS7XB,RCPT-US-100220,1.000000
txn_C6yFSJEKqIFYnz,charge,pay_C6yFSJEKqIFYnz,10.28,usd,10.28,0.06,10.22,usd,2026-08-08 07:02:00,2026-08-10,Payment,charge,po_V3NbdLgGohKWdg,ach,,order_TG2yAiSz4VvCCG,RCPT-US-100312,1.000000
txn_EzcoUGNRqyXEHt,charge,pay_EzcoUGNRqyXEHt,12.50,usd,12.50,0.61,11.89,usd,2026-08-07 07:05:00,2026-08-10,Payment,charge,po_V3NbdLgGohKWdg,card,MasterCard,order_eeQLgAopzg5Bpe,RCPT-US-100149,1.000000
