balance_transaction_id,type,source_id,customer_facing_amount,customer_facing_currency,gross,fee,net,currency,created_utc,available_on_utc,description,reporting_category,automatic_payout_id,payment_method_type,card_brand,order_id,order_receipt,fx_rate
txn_4i4fOpeyr4Okhp,charge,pay_4i4fOpeyr4Okhp,10.53,eur,10.53,0.29,10.24,eur,2026-08-02 19:10:00,2026-08-03,Payment,charge,po_FrykQ72fW8uvO9,ideal,,order_0B0Dsk1W7mhPnO,RCPT-EU-100017,1.000000
txn_qTmf7BqbUBCzpY,charge,pay_qTmf7BqbUBCzpY,7.07,eur,7.07,0.36,6.71,eur,2026-08-01 20:11:00,2026-08-03,Payment,charge,po_FrykQ72fW8uvO9,sepa,,order_eGobWubOxEy7eW,RCPT-EU-100291,1.000000
txn_haZURKP4Ta7TTm,charge,pay_haZURKP4Ta7TTm,14.38,eur,14.38,0.37,14.01,eur,2026-08-01 20:31:00,2026-08-03,Payment,charge,po_FrykQ72fW8uvO9,sepa,,order_c56i8aK9UgWdPd,RCPT-EU-100057,1.000000
txn_CkeHrH26DNJCao,charge,pay_CkeHrH26DNJCao,341.48,sek,28.86,0.86,28.00,eur,2026-08-01 17:50:00,2026-08-03,Payment (fx SEK->EUR),charge,po_iGu0NiNApg6D3y,card,American Express,order_HASS60preQzlwK,RCPT-EU-100337,0.084514
txn_HKbX8GcHISbe0L,charge,pay_HKbX8GcHISbe0L,5.45,gbp,6.22,0.18,6.04,eur,2026-08-03 06:46:00,2026-08-04,Payment (fx GBP->EUR),charge,po_HOqAJpGOF06cUM,card,Discover,order_Ga5b7d9paJUqPf,RCPT-EU-100168,1.141835
txn_bo6DKs73qiIvbn,charge,pay_bo6DKs73qiIvbn,10.57,eur,10.57,0.37,10.20,eur,2026-08-03 07:36:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,sepa,,order_rs0r7s0rjetMbV,RCPT-EU-100036,1.000000
txn_Q8rVXeSRhMJJlJ,charge,pay_Q8rVXeSRhMJJlJ,5.58,usd,5.02,0.15,4.87,eur,2026-08-03 07:42:00,2026-08-04,Payment (fx USD->EUR),charge,po_HOqAJpGOF06cUM,card,Visa,order_NyhY58Kt4o1dv7,RCPT-EU-100309,0.899082
txn_45fO4xGR2n7T2x,charge,pay_45fO4xGR2n7T2x,10.26,eur,10.26,0.10,10.16,eur,2026-08-03 09:32:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,card,MasterCard,order_v5M3UzxyanGrd5,RCPT-EU-100200,1.000000
txn_OKfcrGNZqhTuQu,charge,pay_OKfcrGNZqhTuQu,23.67,eur,23.67,0.29,23.38,eur,2026-08-03 09:33:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,ideal,,order_DijCCtZbEUyqjK,RCPT-EU-100398,1.000000
txn_SGWPf8rG9y2x49,charge,pay_SGWPf8rG9y2x49,14.79,eur,14.79,0.14,14.65,eur,2026-08-03 10:07:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,card,MasterCard,order_1C540kBGtWwFO9,RCPT-EU-100282,1.000000
txn_j5caHl9eZvKfRE,charge,pay_j5caHl9eZvKfRE,34.39,eur,34.39,0.33,34.06,eur,2026-08-03 10:40:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,card,Discover,order_iXoE0fMkcbJV9a,RCPT-EU-100241,1.000000
txn_WXzDX7EuYKtA1W,charge,pay_WXzDX7EuYKtA1W,11.44,eur,11.44,0.11,11.33,eur,2026-08-03 10:59:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,card,Visa,order_aTT9lJWSyTqKwg,RCPT-EU-100351,1.000000
txn_eeGrwMgClmLI4q,charge,pay_eeGrwMgClmLI4q,13.68,eur,13.68,0.29,13.39,eur,2026-08-03 11:29:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,ideal,,order_f3C7L1a7PcZ6V5,RCPT-EU-100121,1.000000
txn_8kCSe8XStDCM1U,charge,pay_8kCSe8XStDCM1U,18.55,eur,18.55,0.29,18.26,eur,2026-08-03 11:30:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,ideal,,order_Pgdlrr44bPDEL1,RCPT-EU-100074,1.000000
txn_Mu48ID2HhppjZS,charge,pay_Mu48ID2HhppjZS,890.34,inr,9.59,0.28,9.31,eur,2026-08-03 13:26:00,2026-08-04,Payment (fx INR->EUR),charge,po_HOqAJpGOF06cUM,card,Visa,order_UPZNAqMgJnJr1p,RCPT-EU-100040,0.010771
txn_GKAdwJhru5RpAX,charge,pay_GKAdwJhru5RpAX,8.45,eur,8.45,0.29,8.16,eur,2026-08-03 13:38:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,ideal,,order_UD0PSWe5HN77XK,RCPT-EU-100114,1.000000
txn_geIEMg07VxAu8o,charge,pay_geIEMg07VxAu8o,14.34,eur,14.34,0.37,13.97,eur,2026-08-03 15:07:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,sepa,,order_tMqiKce8BHBC3E,RCPT-EU-100039,1.000000
txn_z1ePCm6Lym3KeM,charge,pay_z1ePCm6Lym3KeM,18.23,eur,18.23,0.18,18.05,eur,2026-08-04 12:48:00,2026-08-04,Payment,charge,po_5xEmRRGpXdECMe,card,Visa,order_BMmxQ7ez3r07Nd,RCPT-EU-100399,1.000000
txn_HHQKLihhkIHByb,charge,pay_HHQKLihhkIHByb,6.05,eur,6.05,0.06,5.99,eur,2026-08-04 13:27:00,2026-08-04,Payment,charge,po_5xEmRRGpXdECMe,card,Discover,order_4VxSTHhHv7kr62,RCPT-EU-100177,1.000000
txn_ciwE4U7xzbnxfM,charge,pay_ciwE4U7xzbnxfM,13.04,eur,13.04,1.42,11.62,eur,2026-08-03 18:34:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,ideal,,order_vSCBJYzH6WK8QS,RCPT-EU-100075,1.000000
txn_ocTcqvFGjHRQ2K,charge,pay_ocTcqvFGjHRQ2K,10.04,eur,10.04,0.10,9.94,eur,2026-08-03 20:28:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,card,Discover,order_cb48A2Fst52PFe,RCPT-EU-100100,1.000000
txn_WdxD5NzVI05qB2,charge,pay_WdxD5NzVI05qB2,6.27,eur,6.27,0.36,5.91,eur,2026-08-03 20:41:00,2026-08-04,Payment,charge,po_HOqAJpGOF06cUM,sepa,,order_uQRJK9apXGlCvU,RCPT-EU-100052,1.000000
txn_eG2FSIgHTLsR4v,charge,pay_eG2FSIgHTLsR4v,19.89,eur,19.89,0.38,19.51,eur,2026-08-04 07:40:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,sepa,,order_e7ArjAVSUZEkDh,RCPT-EU-100389,1.000000
txn_vZMqMzG4WzlBGP,charge,pay_vZMqMzG4WzlBGP,10.67,eur,10.67,0.17,10.50,eur,2026-08-04 07:43:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,wallet,,order_uSQ3m2LdxAwbud,RCPT-EU-100268,1.000000
txn_1FY0p82Rre5IYL,charge,pay_1FY0p82Rre5IYL,447.49,inr,4.82,0.15,4.67,eur,2026-08-04 07:44:00,2026-08-05,Payment (fx INR->EUR),charge,po_poew18BaclRwqG,card,MasterCard,order_GHeBp6Vq4hSn3p,RCPT-EU-100217,0.010771
txn_sHbH8MUOYszXpg,charge,pay_sHbH8MUOYszXpg,5.52,eur,5.52,0.36,5.16,eur,2026-08-04 09:32:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,sepa,,order_2BE7NpqOIZ54pQ,RCPT-EU-100216,1.000000
txn_6cvzKyP2I0AMKj,charge,pay_6cvzKyP2I0AMKj,115.84,sek,9.79,0.35,9.44,eur,2026-08-04 09:59:00,2026-08-05,Payment (fx SEK->EUR),charge,po_poew18BaclRwqG,wallet,,order_H5Bd6hB9D8Z1Wh,RCPT-EU-100349,0.084514
txn_rj7tU6iAjHuWzm,charge,pay_rj7tU6iAjHuWzm,12.63,eur,12.63,0.29,12.34,eur,2026-08-04 12:44:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,ideal,,order_0u4d5zsSPB4rvm,RCPT-EU-100050,1.000000
txn_yzgFNsupmYkJXv,charge,pay_yzgFNsupmYkJXv,5.63,chf,5.62,0.22,5.40,eur,2026-08-04 13:17:00,2026-08-05,Payment (fx CHF->EUR),charge,po_poew18BaclRwqG,card,Discover,order_miao7IlAhDoG9f,RCPT-EU-100099,0.997982
txn_ThkNncCa8Bwlnh,charge,pay_ThkNncCa8Bwlnh,6.67,chf,6.66,0.19,6.47,eur,2026-08-04 15:47:00,2026-08-05,Payment (fx CHF->EUR),charge,po_poew18BaclRwqG,card,Visa,order_ktZXIVWgrFFKFk,RCPT-EU-100242,0.997982
txn_a2qvJvDfkiHA8I,charge,pay_a2qvJvDfkiHA8I,10.07,eur,10.07,0.10,9.97,eur,2026-08-05 11:56:00,2026-08-05,Payment,charge,po_EG0QhTmLmKaO1w,card,MasterCard,order_UrM5gxJIeUOkoe,RCPT-EU-100048,1.000000
txn_vOdmGDwDu630FZ,charge,pay_vOdmGDwDu630FZ,6.82,eur,6.82,0.07,6.75,eur,2026-08-04 16:39:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,card,American Express,order_4FdxvJfs1g8yVp,RCPT-EU-100230,1.000000
txn_Z4KmGORYJlmC35,charge,pay_Z4KmGORYJlmC35,7.32,eur,7.32,0.07,7.25,eur,2026-08-04 16:44:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,card,Discover,order_iHFaJhdcdOaFwZ,RCPT-EU-100173,1.000000
txn_V9TXMzLrnSj8eS,charge,pay_V9TXMzLrnSj8eS,23.21,eur,23.21,0.22,22.99,eur,2026-08-04 16:50:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,card,MasterCard,order_fK1WzBtCUx3RR6,RCPT-EU-100292,1.000000
txn_qjm6ZgWGYjDJXA,charge,pay_qjm6ZgWGYjDJXA,15.04,eur,15.04,0.14,14.90,eur,2026-08-04 17:34:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,card,American Express,order_6J0wPHfIvxMrW1,RCPT-EU-100018,1.000000
txn_euZfQkqLhHXRL8,charge,pay_euZfQkqLhHXRL8,11.97,eur,11.97,0.37,11.60,eur,2026-08-04 17:47:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,sepa,,order_Y9A8ZRWdf0kzY7,RCPT-EU-100163,1.000000
txn_vSpBpobp2xKclu,charge,pay_vSpBpobp2xKclu,8.66,eur,8.66,0.08,8.58,eur,2026-08-04 19:21:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,card,MasterCard,order_Kj32gj9r9mSMdE,RCPT-EU-100022,1.000000
txn_Tb6eyPjWHs4uEA,charge,pay_Tb6eyPjWHs4uEA,34.56,eur,34.56,0.33,34.23,eur,2026-08-04 19:28:00,2026-08-05,Payment,charge,po_poew18BaclRwqG,card,MasterCard,order_DJSeXoS3Dz5tvk,RCPT-EU-100065,1.000000
txn_WY5mHnHX8AskQZ,charge,pay_WY5mHnHX8AskQZ,19.60,eur,19.60,0.31,19.29,eur,2026-08-05 18:29:00,2026-08-05,Payment,charge,po_EG0QhTmLmKaO1w,wallet,,order_lC9cZt22PNjEmj,RCPT-EU-100374,1.000000
txn_bKP7S3tqquMMy2,charge,pay_bKP7S3tqquMMy2,22.52,eur,22.52,0.22,22.30,eur,2026-08-05 06:22:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,card,Visa,order_d9aR2J4EpT6mou,RCPT-EU-100188,1.000000
txn_7KZyuOdj72TpWG,charge,pay_7KZyuOdj72TpWG,1055.59,inr,11.37,0.34,11.03,eur,2026-08-05 07:14:00,2026-08-06,Payment (fx INR->EUR),charge,po_4TquNnZExy41Iy,card,Discover,order_XZt01sjN3nE4HQ,RCPT-EU-100385,0.010771
txn_t0vk4enBJZycdY,charge,pay_t0vk4enBJZycdY,180.21,sek,15.23,0.68,14.55,eur,2026-08-05 07:28:00,2026-08-06,Payment (fx SEK->EUR),charge,po_4TquNnZExy41Iy,card,MasterCard,order_Lyj2Um0N1GxcUe,RCPT-EU-100224,0.084514
txn_BS7R6lIvVTzQxe,charge,pay_BS7R6lIvVTzQxe,7.17,eur,7.17,0.07,7.10,eur,2026-08-05 08:33:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,card,American Express,order_5FRpjxv3Tci7Gw,RCPT-EU-100294,1.000000
txn_kaOC7eMTNncgfv,charge,pay_kaOC7eMTNncgfv,3.82,eur,3.82,0.06,3.76,eur,2026-08-05 08:42:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,wallet,,order_TUKDybGGbb6Ihv,RCPT-EU-100298,1.000000
txn_Rv7khPmOnb9X6v,charge,pay_Rv7khPmOnb9X6v,9.44,eur,9.44,0.15,9.29,eur,2026-08-05 10:31:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,wallet,,order_PmhPdx9LfA3Mxj,RCPT-EU-100299,1.000000
txn_5ba4sLyzWpnGVn,charge,pay_5ba4sLyzWpnGVn,6.05,eur,6.05,0.06,5.99,eur,2026-08-05 11:33:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,card,MasterCard,order_OuFlIod4r6gcAb,RCPT-EU-100113,1.000000
txn_Sw1mkSy6tQg2p4,charge,pay_Sw1mkSy6tQg2p4,12.89,eur,12.89,0.29,12.60,eur,2026-08-05 11:34:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,ideal,,order_QiDRROEmLNWykf,RCPT-EU-100024,1.000000
txn_tyWpVhTVagoGUc,charge,pay_tyWpVhTVagoGUc,13.53,eur,13.53,0.13,13.40,eur,2026-08-05 11:45:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,card,MasterCard,order_Rz9JBjLMbyjsiB,RCPT-EU-100306,1.000000
txn_0xY9ogrIAiFWz7,charge,pay_0xY9ogrIAiFWz7,10.03,eur,10.03,0.37,9.66,eur,2026-08-06 07:51:00,2026-08-06,Payment,charge,po_VC788Ikiszsibe,sepa,,order_xZwPiW8HfCely7,RCPT-EU-100053,1.000000
txn_1Sqwh3vtC445d7,charge,pay_1Sqwh3vtC445d7,16.88,eur,16.88,0.26,16.62,eur,2026-08-05 11:54:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,wallet,,order_tadJSmtW6mMPbf,RCPT-EU-100355,1.000000
txn_AWlkX1WlxJDn0t,charge,pay_AWlkX1WlxJDn0t,1047.24,inr,11.28,0.34,10.94,eur,2026-08-05 15:06:00,2026-08-06,Payment (fx INR->EUR),charge,po_4TquNnZExy41Iy,card,Discover,order_LHaJMh3rVOd3a8,RCPT-EU-100253,0.010771
txn_21bxeNzx2fsyZC,charge,pay_21bxeNzx2fsyZC,14.53,eur,14.53,0.23,14.30,eur,2026-08-05 16:27:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,wallet,,order_1ZOkSKCKJXezC1,RCPT-EU-100165,1.000000
txn_H0XrShUGab9v1r,charge,pay_H0XrShUGab9v1r,25.66,eur,25.66,0.39,25.27,eur,2026-08-05 18:23:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,sepa,,order_SjnZHVU24cVw7V,RCPT-EU-100118,1.000000
txn_CTY0P3KBjFfgXQ,charge,pay_CTY0P3KBjFfgXQ,7.48,eur,7.48,0.36,7.12,eur,2026-08-06 14:40:00,2026-08-06,Payment,charge,po_VC788Ikiszsibe,sepa,,order_y1zu8YaR7REgb1,RCPT-EU-100086,1.000000
txn_jjzt7awmTpbeEV,charge,pay_jjzt7awmTpbeEV,5.93,eur,5.93,0.06,5.87,eur,2026-08-05 18:40:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,card,MasterCard,order_TcuXA90CjhIamh,RCPT-EU-100093,1.000000
txn_t7xaZFB7Lg2eRm,charge,pay_t7xaZFB7Lg2eRm,12.36,eur,12.36,0.37,11.99,eur,2026-08-05 20:17:00,2026-08-06,Payment,charge,po_4TquNnZExy41Iy,sepa,,order_68FuhFAbtdrQjn,RCPT-EU-100205,1.000000
txn_FLYaAUweJEVq16,charge,pay_FLYaAUweJEVq16,6.46,eur,6.46,0.36,6.10,eur,2026-08-06 07:44:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_AZX3cbli6MOJcr,RCPT-EU-100240,1.000000
txn_sB2wmPQkpLWZpb,charge,pay_sB2wmPQkpLWZpb,4.00,eur,4.00,0.29,3.71,eur,2026-08-06 07:48:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,ideal,,order_x1UG01Axo5fkGU,RCPT-EU-100238,1.000000
txn_kHzfKJWtaWoJwX,charge,pay_kHzfKJWtaWoJwX,6.76,eur,6.76,0.36,6.40,eur,2026-08-06 08:28:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_2po2MV2cRYtJr5,RCPT-EU-100332,1.000000
txn_pR6gyAWORVkWqG,charge,pay_pR6gyAWORVkWqG,6.74,eur,6.74,0.06,6.68,eur,2026-08-06 09:23:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,card,American Express,order_7Gl2IcT2QX9pai,RCPT-EU-100136,1.000000
txn_b5iaR9zmI36hzQ,charge,pay_b5iaR9zmI36hzQ,20.40,eur,20.40,0.20,20.20,eur,2026-08-06 09:26:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,card,Visa,order_VsHggQPmo63o5U,RCPT-EU-100250,1.000000
txn_wlOYKKqYboSepB,charge,pay_wlOYKKqYboSepB,17.96,eur,17.96,0.38,17.58,eur,2026-08-06 10:14:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_jQ75mXyfIOC0X3,RCPT-EU-100172,1.000000
txn_RpWq99R94dVtpY,charge,pay_RpWq99R94dVtpY,4.93,eur,4.93,0.36,4.57,eur,2026-08-06 10:29:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_MbakiuCBdiVhzl,RCPT-EU-100013,1.000000
txn_S9c5VOoGpDyhAL,charge,pay_S9c5VOoGpDyhAL,2.88,eur,2.88,0.29,2.59,eur,2026-08-06 11:07:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,ideal,,order_XP36V4MdvC0k6l,RCPT-EU-100377,1.000000
txn_iFWhH7cKmfs6Bg,charge,pay_iFWhH7cKmfs6Bg,5.35,eur,5.35,0.05,5.30,eur,2026-08-06 12:06:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,card,Visa,order_MwoYyl8rI9ugcw,RCPT-EU-100029,1.000000
txn_JarKFvF5FO5p7F,charge,pay_JarKFvF5FO5p7F,4.00,eur,4.00,0.04,3.96,eur,2026-08-06 15:44:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,card,Visa,order_0gUBI2Gj1FxHz0,RCPT-EU-100356,1.000000
txn_wmAIQTMkcdjlPI,charge,pay_wmAIQTMkcdjlPI,12.38,eur,12.38,0.29,12.09,eur,2026-08-06 15:54:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,ideal,,order_XJ4axCC76up7tx,RCPT-EU-100281,1.000000
txn_CNHt9ZayheJH2S,charge,pay_CNHt9ZayheJH2S,28.76,eur,28.76,0.39,28.37,eur,2026-08-07 12:36:00,2026-08-07,Payment,charge,po_BomLOX6l76O3b7,sepa,,order_CNaWGype62xs55,RCPT-EU-100239,1.000000
txn_m1vCwmloQq93jN,charge,pay_m1vCwmloQq93jN,5.40,eur,5.40,0.05,5.35,eur,2026-08-06 16:50:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,card,Visa,order_9mrHBxpY1za2fx,RCPT-EU-100317,1.000000
txn_tqExUiDhSv2Sgx,charge,pay_tqExUiDhSv2Sgx,12.49,eur,12.49,0.37,12.12,eur,2026-08-06 17:06:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_bsH140NdwW7Ebu,RCPT-EU-100359,1.000000
txn_troWqvdov0U1xw,charge,pay_troWqvdov0U1xw,4.98,eur,4.98,0.05,4.93,eur,2026-08-06 17:13:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,card,MasterCard,order_ExjqWnnen9Eyus,RCPT-EU-100275,1.000000
txn_H4JYEVDLof6zCT,charge,pay_H4JYEVDLof6zCT,22.05,eur,22.05,0.38,21.67,eur,2026-08-06 18:33:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_XpgQQiMsWwXTtd,RCPT-EU-100382,1.000000
txn_tCCg4UYP8WDPh6,charge,pay_tCCg4UYP8WDPh6,8.23,eur,8.23,0.36,7.87,eur,2026-08-06 18:53:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_VkExdTuQZLzCX7,RCPT-EU-100329,1.000000
txn_spTkd9EcfFNs6V,charge,pay_spTkd9EcfFNs6V,58.81,sek,4.97,0.15,4.82,eur,2026-08-07 15:36:00,2026-08-07,Payment (fx SEK->EUR),charge,po_BomLOX6l76O3b7,card,Discover,order_zZVRdZcN5NLuqx,RCPT-EU-100243,0.084514
txn_qP2n0Aykr18Fdq,charge,pay_qP2n0Aykr18Fdq,20.89,eur,20.89,0.38,20.51,eur,2026-08-06 20:15:00,2026-08-07,Payment,charge,po_QB5WNHgu3SScVX,sepa,,order_4jbZGC8YPgsHU7,RCPT-EU-100094,1.000000
txn_1zeXdMgoaFgqZR,charge,pay_1zeXdMgoaFgqZR,13.00,gbp,14.84,0.44,14.40,eur,2026-08-07 16:57:00,2026-08-07,Payment (fx GBP->EUR),charge,po_BomLOX6l76O3b7,card,American Express,order_rk2T8xCUmcyAqW,RCPT-EU-100258,1.141835
txn_Ac7ClDqAYmvcY6,charge,pay_Ac7ClDqAYmvcY6,29.61,eur,29.61,0.29,29.32,eur,2026-08-09 06:30:00,2026-08-10,Payment,charge,po_JB57OuXycl11q9,card,Discover,order_A5TLQnbBDPwMrr,RCPT-EU-100090,1.000000
txn_lv3zTopD2e7dLv,charge,pay_lv3zTopD2e7dLv,6.11,eur,6.11,0.10,6.01,eur,2026-08-09 06:42:00,2026-08-10,Payment,charge,po_JB57OuXycl11q9,wallet,,order_tNg4jrYgkk1ngn,RCPT-EU-100352,1.000000
