balance_transaction_id,type,source_id,customer_facing_amount,customer_facing_currency,gross,fee,net,currency,created_utc,available_on_utc,description,reporting_category,automatic_payout_id,payment_method_type,card_brand,order_id,order_receipt,fx_rate
txn_Tx3jnjD0SGBoIV,charge,pay_Tx3jnjD0SGBoIV,27.06,eur,27.06,0.29,26.77,eur,2026-08-03 17:53:00,2026-08-04,Payment,charge,po_ZdCYDmWCSwpera,ideal,,order_9ju1bPK8qFVjsi,RCPT-EU-100002,1.000000
txn_2RkwjJhECruuBE,charge,pay_2RkwjJhECruuBE,15.72,eur,15.72,0.03,15.69,eur,2026-08-04 15:25:00,2026-08-04,Payment,charge,po_xcBi7idq1n8Qlz,card,American Express,order_ycEURaBriEDVQV,RCPT-EU-100124,1.000000
txn_jPphiOFCcBCLuP,charge,pay_jPphiOFCcBCLuP,61.35,eur,61.35,0.13,61.22,eur,2026-08-03 20:46:00,2026-08-04,Payment,charge,po_ZdCYDmWCSwpera,card,American Express,order_rPsQPV5DWCzhmA,RCPT-EU-100319,1.000000
txn_mNWmgBM3LhwZwg,charge,pay_mNWmgBM3LhwZwg,451.05,sek,38.12,0.84,37.28,eur,2026-08-04 06:58:00,2026-08-05,Payment (fx SEK->EUR),charge,po_7ITeTgWK83KDwe,card,Visa,order_uuUJjGs2vJHTWv,RCPT-EU-100198,0.084514
txn_P9XA8mTshr7ySC,charge,pay_P9XA8mTshr7ySC,20.32,eur,20.32,0.04,20.28,eur,2026-08-04 08:55:00,2026-08-05,Payment,charge,po_7ITeTgWK83KDwe,card,American Express,order_EuZIMSqqUKKhuE,RCPT-EU-100249,1.000000
txn_5WmjVrdB3kuTBB,charge,pay_5WmjVrdB3kuTBB,24.79,eur,24.79,0.05,24.74,eur,2026-08-04 09:03:00,2026-08-05,Payment,charge,po_7ITeTgWK83KDwe,card,American Express,order_YGqs5dm4peAQf9,RCPT-EU-100252,1.000000
txn_ti9IKZ1j0P58qV,charge,pay_ti9IKZ1j0P58qV,48.42,eur,48.42,0.11,48.31,eur,2026-08-04 10:18:00,2026-08-05,Payment,charge,po_7ITeTgWK83KDwe,card,MasterCard,order_zt2ODXwm247koK,RCPT-EU-100101,1.000000
txn_q2MLWWBkK71c18,charge,pay_q2MLWWBkK71c18,49.94,eur,49.94,0.11,49.83,eur,2026-08-04 10:28:00,2026-08-05,Payment,charge,po_7ITeTgWK83KDwe,card,American Express,order_Q8j0OA7V5M9lmH,RCPT-EU-100333,1.000000
txn_ckceXtVED9l6Zs,charge,pay_ckceXtVED9l6Zs,8463.33,inr,91.16,2.02,89.14,eur,2026-08-04 11:19:00,2026-08-05,Payment (fx INR->EUR),charge,po_7ITeTgWK83KDwe,card,Discover,order_NSmXLXA9rSpoor,RCPT-EU-100187,0.010771
txn_HP9QSM2PoQFckA,charge,pay_HP9QSM2PoQFckA,20.97,eur,20.97,0.05,20.92,eur,2026-08-04 12:47:00,2026-08-05,Payment,charge,po_7ITeTgWK83KDwe,card,Discover,order_DP84WIniZpByZo,RCPT-EU-100253,1.000000
txn_q9zIFXxJebFOaT,charge,pay_q9zIFXxJebFOaT,286.11,sek,24.18,0.53,23.65,eur,2026-08-04 16:29:00,2026-08-05,Payment (fx SEK->EUR),charge,po_7ITeTgWK83KDwe,card,Discover,order_tZB4susTibe8yn,RCPT-EU-100125,0.084514
txn_sbYTBNfNCbLpUO,charge,pay_sbYTBNfNCbLpUO,16.25,eur,16.25,0.04,16.21,eur,2026-08-04 19:17:00,2026-08-05,Payment,charge,po_7ITeTgWK83KDwe,card,Visa,order_TGyyJqUU50nLrW,RCPT-EU-100192,1.000000
txn_4el30XYYybAdPR,charge,pay_4el30XYYybAdPR,48.15,eur,48.15,0.10,48.05,eur,2026-08-05 08:41:00,2026-08-06,Payment,charge,po_qy1IijK4ME4FgP,card,Discover,order_CcBiCAXk8Afe6W,RCPT-EU-100154,1.000000
txn_1nb45ANxxL4UlF,charge,pay_1nb45ANxxL4UlF,17.05,eur,17.05,0.29,16.76,eur,2026-08-05 10:55:00,2026-08-06,Payment,charge,po_qy1IijK4ME4FgP,ideal,,order_2bvN2GiGCiuqd5,RCPT-EU-100189,1.000000
txn_zCgyG56iXc8XYU,charge,pay_zCgyG56iXc8XYU,31.77,eur,31.77,0.29,31.48,eur,2026-08-06 07:46:00,2026-08-06,Payment,charge,po_nCqCxTQc4E3tNr,ideal,,order_Vr1Kgt91dgnPjC,RCPT-EU-100136,1.000000
txn_Iwpzlm2nOxQTbE,charge,pay_Iwpzlm2nOxQTbE,21.98,eur,21.98,0.40,21.58,eur,2026-08-05 15:17:00,2026-08-06,Payment,charge,po_qy1IijK4ME4FgP,sepa,,order_5RQFrAfEZhQf5i,RCPT-EU-100230,1.000000
txn_gWOZnscOuGFlwZ,charge,pay_gWOZnscOuGFlwZ,21.30,eur,21.30,0.05,21.25,eur,2026-08-05 16:04:00,2026-08-06,Payment,charge,po_qy1IijK4ME4FgP,card,American Express,order_A30kbSrPVGW84e,RCPT-EU-100315,1.000000
txn_fTyLkUWPe1qdlh,charge,pay_fTyLkUWPe1qdlh,35.51,eur,35.51,0.43,35.08,eur,2026-08-05 19:02:00,2026-08-06,Payment,charge,po_qy1IijK4ME4FgP,sepa,,order_CT8gAjQTDmMEOe,RCPT-EU-100223,1.000000
txn_LRsB1spxeL7VIo,charge,pay_LRsB1spxeL7VIo,22.30,gbp,25.46,0.57,24.89,eur,2026-08-05 20:01:00,2026-08-06,Payment (fx GBP->EUR),charge,po_qy1IijK4ME4FgP,card,Visa,order_7qkiVY8nYzvi2y,RCPT-EU-100318,1.141835
txn_l7ZdB3tWvHJY1a,charge,pay_l7ZdB3tWvHJY1a,24.25,eur,24.25,0.29,23.96,eur,2026-08-06 07:23:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,ideal,,order_3y6o1nrVkMKRlz,RCPT-EU-100242,1.000000
txn_XQ6oiVDqwwQSIp,charge,pay_XQ6oiVDqwwQSIp,1741.68,inr,18.76,0.42,18.34,eur,2026-08-06 11:21:00,2026-08-07,Payment (fx INR->EUR),charge,po_s8Duauwzr0tkrG,card,MasterCard,order_AhkwVIUO2NEIrq,RCPT-EU-100142,0.010771
txn_srfqmThK1PlwbS,charge,pay_srfqmThK1PlwbS,24.71,eur,24.71,0.41,24.30,eur,2026-08-06 11:45:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,sepa,,order_SbjTPX4nJIhb1W,RCPT-EU-100148,1.000000
txn_gasUke4oxF43OR,charge,pay_gasUke4oxF43OR,30.95,eur,30.95,0.07,30.88,eur,2026-08-07 07:46:00,2026-08-07,Payment,charge,po_2Xh0IayCJitVkY,card,Visa,order_Dx5IAGDMGFP8I2,RCPT-EU-100019,1.000000
txn_OtoA5V9yMdLCGp,charge,pay_OtoA5V9yMdLCGp,32.84,eur,32.84,0.07,32.77,eur,2026-08-06 12:27:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,card,American Express,order_bxSCQZBaeZtAeA,RCPT-EU-100180,1.000000
txn_nMOfVnMP3WQXVZ,charge,pay_nMOfVnMP3WQXVZ,35.95,eur,35.95,0.08,35.87,eur,2026-08-07 10:09:00,2026-08-07,Payment,charge,po_2Xh0IayCJitVkY,card,American Express,order_wXHoyVmd9GDanc,RCPT-EU-100214,1.000000
txn_7mxikUTlQfjgrS,charge,pay_7mxikUTlQfjgrS,25.85,eur,25.85,0.29,25.56,eur,2026-08-06 15:45:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,ideal,,order_EH4zvvO6wcJ0Dp,RCPT-EU-100245,1.000000
txn_LZSO3YgYwUxnVl,charge,pay_LZSO3YgYwUxnVl,24.70,eur,24.70,0.05,24.65,eur,2026-08-06 15:52:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,card,MasterCard,order_vVyfgwhDesdwN1,RCPT-EU-100052,1.000000
txn_w49i72FoV6My5a,charge,pay_w49i72FoV6My5a,21.75,eur,21.75,1.73,20.02,eur,2026-08-07 12:59:00,2026-08-07,Payment,charge,po_2Xh0IayCJitVkY,ideal,,order_QSHAyF4ZIFRIOc,RCPT-EU-100093,1.000000
txn_iZopCIeAuX6y2o,charge,pay_iZopCIeAuX6y2o,16.50,eur,16.50,0.29,16.21,eur,2026-08-06 17:40:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,ideal,,order_cxOi4JqtMtCR4z,RCPT-EU-100017,1.000000
txn_MrSKncpS53T0Ul,charge,pay_MrSKncpS53T0Ul,17.42,eur,17.42,0.04,17.38,eur,2026-08-06 18:30:00,2026-08-07,Payment,charge,po_s8Duauwzr0tkrG,card,Discover,order_cT62bzzlgGK01S,RCPT-EU-100171,1.000000
txn_W4DEcjniqEmcg6,charge,pay_W4DEcjniqEmcg6,49.79,eur,49.79,0.11,49.68,eur,2026-08-07 18:35:00,2026-08-07,Payment,charge,po_2Xh0IayCJitVkY,card,MasterCard,order_1eP2TzPBSb3rdG,RCPT-EU-100057,1.000000
txn_WOcFyIHlHMQs3s,charge,pay_WOcFyIHlHMQs3s,26.31,eur,26.31,0.41,25.90,eur,2026-08-07 20:53:00,2026-08-08,Payment,charge,po_CMDB9oPPudz1iR,sepa,,order_hVhpe8ayoMqXUs,RCPT-EU-100250,1.000000
txn_j2OBMYwEHgTbvg,charge,pay_j2OBMYwEHgTbvg,61.88,eur,61.88,0.13,61.75,eur,2026-08-09 06:12:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Visa,order_Kzb0BZQV5fa7wQ,RCPT-EU-100172,1.000000
txn_4zOTpuwBjmJs7r,charge,pay_4zOTpuwBjmJs7r,72.11,eur,72.11,0.51,71.60,eur,2026-08-07 07:08:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,sepa,,order_rwIG0Qrrcn2VlQ,RCPT-EU-100297,1.000000
txn_tJcIym3OulqL56,charge,pay_tJcIym3OulqL56,4189.88,inr,45.13,1.00,44.13,eur,2026-08-08 07:45:00,2026-08-10,Payment (fx INR->EUR),charge,po_kjiJm7CG3fzNPh,card,American Express,order_8QRT6Dk9oj1mzx,RCPT-EU-100311,0.010771
txn_BNNGJcnlzOi3pl,charge,pay_BNNGJcnlzOi3pl,52.09,eur,52.09,0.11,51.98,eur,2026-08-08 08:32:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Discover,order_aWEHvuxsJUT3rF,RCPT-EU-100037,1.000000
txn_Yl4Jbv0v5UA2HO,charge,pay_Yl4Jbv0v5UA2HO,21.37,chf,21.33,0.48,20.85,eur,2026-08-08 09:04:00,2026-08-10,Payment (fx CHF->EUR),charge,po_kjiJm7CG3fzNPh,card,American Express,order_Qaqmfgn9zeOOhZ,RCPT-EU-100268,0.997982
txn_QfwzDGA0cQ5fol,charge,pay_QfwzDGA0cQ5fol,40.22,eur,40.22,0.09,40.13,eur,2026-08-07 09:09:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,American Express,order_XXmrO0W19CrMwy,RCPT-EU-100029,1.000000
txn_wc1smY7wilNeyP,charge,pay_wc1smY7wilNeyP,37.69,eur,37.69,1.08,36.61,eur,2026-08-08 10:16:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,sepa,,order_N3GHgnp0VgX3Pb,RCPT-EU-100338,1.000000
txn_jlcn9av5bdi6ca,charge,pay_jlcn9av5bdi6ca,53.06,eur,53.06,0.58,52.48,eur,2026-08-09 10:20:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,wallet,,order_LbJMV4X2vQdY1C,RCPT-EU-100280,1.000000
txn_NyrBLpcvb9FasR,charge,pay_NyrBLpcvb9FasR,14.69,eur,14.69,0.03,14.66,eur,2026-08-09 06:21:00,2026-08-10,Payment,charge,po_fevLD8X7zOIfXA,card,Discover,order_emsiujLhiTQ5FO,RCPT-EU-100003,1.000000
txn_uIujavCJLI5B28,charge,pay_uIujavCJLI5B28,23.34,chf,23.29,0.52,22.77,eur,2026-08-07 10:41:00,2026-08-10,Payment (fx CHF->EUR),charge,po_kjiJm7CG3fzNPh,card,MasterCard,order_KVkZndoT86m8jI,RCPT-EU-100279,0.997982
txn_ZUR041C20YqafR,charge,pay_ZUR041C20YqafR,38.53,eur,38.53,0.08,38.45,eur,2026-08-07 10:50:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Discover,order_hoO2GcMHLVovHi,RCPT-EU-100251,1.000000
txn_1loiqgEJ5zoTgO,charge,pay_1loiqgEJ5zoTgO,50.09,eur,50.09,0.54,49.55,eur,2026-08-07 10:51:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,wallet,,order_7xhxCDvk506Xiu,RCPT-EU-100322,1.000000
txn_g8XGLQGM2yxeby,charge,pay_g8XGLQGM2yxeby,23.59,eur,23.59,0.05,23.54,eur,2026-08-07 11:13:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,MasterCard,order_f1UJ3ha5NXIErZ,RCPT-EU-100265,1.000000
txn_j7VB2WvwxbU90O,charge,pay_j7VB2WvwxbU90O,14.23,eur,14.23,0.03,14.20,eur,2026-08-09 11:47:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Discover,order_o45p7pt765Lc6L,RCPT-EU-100115,1.000000
txn_UhaVOSBNR070D4,charge,pay_UhaVOSBNR070D4,16.88,eur,16.88,0.29,16.59,eur,2026-08-08 12:32:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,ideal,,order_g3OfwKC3gmuydH,RCPT-EU-100032,1.000000
txn_2APH8eveMdt114,charge,pay_2APH8eveMdt114,43.93,usd,39.50,0.88,38.62,eur,2026-08-08 12:37:00,2026-08-10,Payment (fx USD->EUR),charge,po_kjiJm7CG3fzNPh,card,Discover,order_XMqHMos9RMegTg,RCPT-EU-100190,0.899082
txn_rwpTHValXgKBe6,charge,pay_rwpTHValXgKBe6,18.83,eur,18.83,0.04,18.79,eur,2026-08-10 08:48:00,2026-08-10,Payment,charge,po_fevLD8X7zOIfXA,card,American Express,order_g8cKrEmHcWOjPv,RCPT-EU-100185,1.000000
txn_DZRwH66ufxE8iz,charge,pay_DZRwH66ufxE8iz,24.92,eur,24.92,0.05,24.87,eur,2026-08-09 13:27:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Visa,order_nFV7psLukdy9ii,RCPT-EU-100201,1.000000
txn_lAFVg7viU2a755,charge,pay_lAFVg7viU2a755,23.17,eur,23.17,0.05,23.12,eur,2026-08-09 13:59:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Visa,order_EscCnwHmc19iWG,RCPT-EU-100126,1.000000
txn_q0IL1NfDvq5JQ7,charge,pay_q0IL1NfDvq5JQ7,84.57,eur,84.57,0.18,84.39,eur,2026-08-09 14:36:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Visa,order_AmzYwCkwkazCoB,RCPT-EU-100010,1.000000
txn_4wRsYmkSz2pWrZ,charge,pay_4wRsYmkSz2pWrZ,13.93,eur,13.93,0.03,13.90,eur,2026-08-09 14:46:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,MasterCard,order_xPgnBIqEHShZWa,RCPT-EU-100158,1.000000
txn_iZWM19hzArGoeS,charge,pay_iZWM19hzArGoeS,36.33,eur,36.33,0.08,36.25,eur,2026-08-07 14:53:00,2026-08-10,Payment,charge,po_kjiJm7CG3fzNPh,card,Discover,order_4POQbunOeA1rer,RCPT-EU-100326,1.000000
txn_j0xZKIjUZ0ZMnJ,charge,pay_j0xZKIjUZ0ZMnJ,15.57,usd,14.00,0.31,13.69,eur,2026-08-07 15:28:00,2026-08-10,Payment (fx USD->EUR),charge,po_kjiJm7CG3fzNPh,card,MasterCard,order_DZ5gxS5ElY64da,RCPT-EU-100225,0.899082
