entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_S0acQlPU19DkvG,payment,0,72800,72800,INR,0,0,False,True,1785746520,1785760920,setl_slLJbmOpTPxqPI,,default,Payment via UPI,,,7349795m97qrq,order_i8qaTmD3HGbEks,RCPT-IN-100229,upi,,,,
pay_vSceHAjHQcQV4W,payment,0,90100,90100,INR,0,0,False,True,1785664320,1785765120,setl_slLJbmOpTPxqPI,,default,Payment via UPI,,,7349795m97qrq,order_nrvw0jbQctbOWV,RCPT-IN-100353,upi,,,,
pay_dLYsenFtb8kSdr,payment,0,23100,23100,INR,0,0,False,True,1785751620,1785766020,setl_slLJbmOpTPxqPI,,default,Payment via UPI,,,7349795m97qrq,order_CZX5g0lwjmPQf6,RCPT-IN-100321,upi,,,,
pay_jVxYxdHFO2Ek0A,payment,0,106746,107400,INR,554,100,False,True,1785581040,1785768240,setl_slLJbmOpTPxqPI,,default,Payment via CARD,,,7349795m97qrq,order_GfF2wNkdD0rMtV,RCPT-IN-100123,card,American Express,IDFB,credit,
pay_jNJJoczBbImsQm,payment,0,82793,83300,INR,430,77,False,True,1785596520,1785769320,setl_TT0jLvgLaELO1o,,default,Payment via CARD,,,937897767622,order_ROaNgodDFxAzV5,RCPT-IN-100184,card,MasterCard,UTIB,debit,
pay_v6dFvpcLOGQOpC,payment,0,58641,59000,INR,304,55,False,True,1785683760,1785784560,setl_atZQZeeNJBG3UX,,default,Payment via CARD,,,505563641019,order_HV5v7s82QtDRoj,RCPT-IN-100043,card,Discover,KKBK,debit,
pay_GhWiOalTlINXn1,payment,0,113500,113500,INR,0,0,False,True,1785630780,1785803580,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_eKIA7zPtJcGEoJ,RCPT-IN-100041,upi,,,,
pay_nGQHhAbP8CSHTW,payment,0,74047,74500,INR,384,69,False,True,1785633900,1785806700,setl_t9y6UbG7OhWfMi,,default,Payment via CARD,,,131307785kvsb,order_pKHDm996g5RFdl,RCPT-IN-100078,card,Visa,ICIC,credit,
pay_XcORLdLK0wd8t5,payment,0,135900,135900,INR,0,0,False,True,1785636060,1785808860,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_WwzImtpzZwjEMT,RCPT-IN-100250,upi,,,,
pay_88MhWG2kdiNteg,payment,0,44500,44500,INR,0,0,False,True,1785647040,1785819840,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_Boy1XhVav8dNrL,RCPT-IN-100053,upi,,,,
pay_y31jd8Veydyv31,payment,0,115791,116500,INR,601,108,False,True,1785652020,1785824820,setl_t9y6UbG7OhWfMi,,default,Payment via CARD,,,131307785kvsb,order_NuVXPEGHU4B5yB,RCPT-IN-100180,card,Visa,ICIC,credit,
pay_Sw9L3IaEhY2Tzq,payment,0,102671,103300,INR,533,96,False,True,1785655680,1785828480,setl_t9y6UbG7OhWfMi,,default,Payment via CARD,,,131307785kvsb,order_ptglHcPfqhlrzX,RCPT-IN-100167,card,Visa,UTIB,debit,
pay_OHVZPp2bPVlPYo,payment,0,347700,347700,INR,0,0,False,True,1785814980,1785829380,setl_atZQZeeNJBG3UX,,default,Payment via UPI,,,505563641019,order_ChyjzTRextedAD,RCPT-IN-100212,upi,,,,
pay_A7Gn1xdtSZcfDb,payment,0,26700,26700,INR,0,0,False,True,1785664800,1785837600,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_F51ZwUMyUJEQUW,RCPT-IN-100379,upi,,,,
pay_2DXrbdkYmobLDl,payment,0,335400,335400,INR,0,0,False,True,1785666480,1785839280,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_1UleAtJB3gQUim,RCPT-IN-100303,upi,,,,
pay_RoG258lEWMcnYB,payment,0,119965,120700,INR,623,112,False,True,1785666600,1785839400,setl_t9y6UbG7OhWfMi,,default,Payment via CARD,,,131307785kvsb,order_DO4Zlw9CcDnPPO,RCPT-IN-100086,card,Visa,SBIN,debit,
pay_qTM5cjO1mHHqhA,payment,0,161684,163100,INR,1200,216,False,True,1785667620,1785840420,setl_t9y6UbG7OhWfMi,,default,Payment via NETBANKING,,,131307785kvsb,order_pmFzjcTjv5nL6x,RCPT-IN-100325,netbanking,,,,
pay_PoU7yAitzlGfwa,payment,0,61800,61800,INR,0,0,False,True,1785679680,1785852480,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_VAsWahfVM4Vs2L,RCPT-IN-100349,upi,,,,
pay_ZqkZgZMY8J9gxV,payment,0,53982,56294,INR,2260,52,False,True,1785681720,1785854520,setl_t9y6UbG7OhWfMi,,default,Payment (AED) via CARD,,,131307785kvsb,order_jdC1FPrvEtj8L1,RCPT-IN-100232,card,American Express,INDB,debit,
pay_oYF5tns05Koy2O,payment,0,100200,100200,INR,0,0,False,True,1785682800,1785855600,setl_t9y6UbG7OhWfMi,,default,Payment via UPI,,,131307785kvsb,order_nZn2M1eLkNCZ8h,RCPT-IN-100035,upi,,,,
pay_dKGLMmWr8MXH2b,payment,0,226298,233400,INR,7102,0,False,True,1785717600,1785890400,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_UZaQcOeBrt5LKL,RCPT-IN-100190,upi,,,,
pay_c12BCMxppUxUJA,payment,0,37284,38700,INR,1200,216,False,True,1785721920,1785894720,setl_IEaz4s0R0a67OM,,default,Payment via NETBANKING,,,8554746j20rbr,order_FAhZmhraLkWNQL,RCPT-IN-100346,netbanking,,,,
pay_VVgfJMm7jzDwJ1,payment,0,125800,125800,INR,0,0,False,True,1785722940,1785895740,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_sbYStBOTzEzeGE,RCPT-IN-100172,upi,,,,
pay_1DYQpFklODESAR,payment,0,74103,76878,INR,2704,71,False,True,1785727200,1785900000,setl_IEaz4s0R0a67OM,,default,Payment (SGD) via CARD,,,8554746j20rbr,order_27I79WXiuLIXyv,RCPT-IN-100160,card,Visa,YESB,credit,
pay_NAdowIcRgDcljm,payment,0,37669,37900,INR,196,35,False,True,1785735060,1785907860,setl_IEaz4s0R0a67OM,,default,Payment via CARD,,,8554746j20rbr,order_zCCi0dHeOSo7V9,RCPT-IN-100145,card,American Express,UTIB,credit,
pay_DJAkSN45wxQdZL,payment,0,172900,172900,INR,0,0,False,True,1785738900,1785911700,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_altLSpWcgtPwbQ,RCPT-IN-100384,upi,,,,
pay_pKZsRaSqTa9DTv,payment,0,21965,22100,INR,114,21,False,True,1785738960,1785911760,setl_IEaz4s0R0a67OM,,default,Payment via CARD,,,8554746j20rbr,order_k4WaaB3xzXpMZu,RCPT-IN-100033,card,Visa,HDFC,debit,
pay_Wts1ZpJd31kjAC,payment,0,304400,304400,INR,0,0,False,True,1785738960,1785911760,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_2yueWgot6rZ8bn,RCPT-IN-100187,upi,,,,
pay_ag9FaO2IxDlaPV,payment,0,116800,116800,INR,0,0,False,True,1785742260,1785915060,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_TofaZDp4gAUCmy,RCPT-IN-100237,upi,,,,
pay_JLTbU76Gtgb7Kl,payment,0,63584,65000,INR,1200,216,False,True,1785748740,1785921540,setl_IEaz4s0R0a67OM,,default,Payment via NETBANKING,,,8554746j20rbr,order_CfH2vpvK0oyDSg,RCPT-IN-100203,netbanking,,,,
pay_Xv1VzwvrA0QHPX,payment,0,190100,190100,INR,0,0,False,True,1785752700,1785925500,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_gvh8WufC0mWGWj,RCPT-IN-100102,upi,,,,
pay_qg3USjiIteunHI,payment,0,74742,75200,INR,388,70,False,True,1785753660,1785926460,setl_IEaz4s0R0a67OM,,default,Payment via CARD,,,8554746j20rbr,order_RTTrMinyx8k1Oq,RCPT-IN-100216,card,MasterCard,YESB,credit,
pay_Jl5dzpJn0meq7W,payment,0,101700,101700,INR,0,0,False,True,1785757200,1785930000,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_JjjIBAzupGhv7I,RCPT-IN-100007,upi,,,,
rfnd_SgPwlUQia1ID6v,refund,101700,0,101700,INR,0,0,False,True,1785757200,1785930000,setl_IEaz4s0R0a67OM,,default,Refund via UPI,,rfnd_SgPwlUQia1ID6v,8554746j20rbr,order_JjjIBAzupGhv7I,RCPT-IN-100007,upi,,,,
pay_0wHpL1gQVKK67O,payment,0,130300,130300,INR,0,0,False,True,1785757680,1785930480,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_e2yOQQ6DOK6nTx,RCPT-IN-100196,upi,,,,
pay_SI6KJ5sCw3EvnS,payment,0,76200,76200,INR,0,0,False,True,1785917340,1785931740,setl_IoxKLqzKwib7dD,,default,Payment via UPI,,,7174766jx60bc,order_BGvTyUUASuFsnS,RCPT-IN-100359,upi,,,,
pay_LNInqtozMlTMAE,payment,0,134367,137300,INR,2486,447,False,True,1785764100,1785936900,setl_IEaz4s0R0a67OM,,default,Payment via NETBANKING,,,8554746j20rbr,order_suha1u6DhzWVS1,RCPT-IN-100073,netbanking,,,,
pay_2GhkQgYNWQqB86,payment,0,100683,101300,INR,523,94,False,True,1785768660,1785941460,setl_IEaz4s0R0a67OM,,default,Payment via CARD,,,8554746j20rbr,order_MtR80hbxuuYKz5,RCPT-IN-100149,card,MasterCard,SBIN,credit,
pay_VguLfiwgAq3Jm9,payment,0,33600,33600,INR,0,0,False,True,1785768960,1785941760,setl_IEaz4s0R0a67OM,,default,Payment via UPI,,,8554746j20rbr,order_Y1j5yKLB6pj4wH,RCPT-IN-100183,upi,,,,
pay_rfb3mwqicvF2Xe,payment,0,53174,53500,INR,276,50,False,True,1785931980,1785946380,setl_IoxKLqzKwib7dD,,default,Payment via CARD,,,7174766jx60bc,order_87XHoEFZxE35XT,RCPT-IN-100317,card,Visa,UTIB,credit,
pay_jklwmIzJlkmIM7,payment,0,122700,122700,INR,0,0,False,True,1785805560,1785978360,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_FQtxuxqmQ7fxTo,RCPT-IN-100342,upi,,,,
rfnd_Ui5ESauqF30E5g,refund,61350,0,61350,INR,0,0,False,True,1785805560,1785978360,setl_aKHwabpJB31JWO,,default,Refund via UPI,,rfnd_Ui5ESauqF30E5g,83293256jbn43,order_FQtxuxqmQ7fxTo,RCPT-IN-100342,upi,,,,
pay_LRwI0b26r08QZJ,payment,0,32000,32000,INR,0,0,False,True,1785807960,1785980760,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_i6gkfsUFRDzsLb,RCPT-IN-100011,upi,,,,
pay_OIadn5rPvi2xqw,payment,0,18884,19000,INR,98,18,False,True,1785807960,1785980760,setl_aKHwabpJB31JWO,,default,Payment via CARD,,,83293256jbn43,order_Hx1SSRkRXQvQMc,RCPT-IN-100030,card,MasterCard,UTIB,credit,
pay_1h5Eu1CyFlPs2V,payment,0,46912,47200,INR,244,44,False,True,1785810120,1785982920,setl_aKHwabpJB31JWO,,default,Payment via CARD,,,83293256jbn43,order_OI3UzvckLIFP6e,RCPT-IN-100332,card,American Express,HDFC,credit,
pay_yu7OE1WnwQKU5n,payment,0,325700,332300,INR,5593,1007,False,True,1785814680,1785987480,setl_aKHwabpJB31JWO,,default,Payment via WALLET,,,83293256jbn43,order_R50dJQg96eNlQn,RCPT-IN-100038,wallet,,,,
pay_woF0wooSeGIGyw,payment,0,384400,384400,INR,0,0,False,True,1785814980,1785987780,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_pNSUVbQBWQ7SDt,RCPT-IN-100046,upi,,,,
pay_jv3wgqYI7w5Qqa,payment,0,53500,53500,INR,0,0,False,True,1785815940,1785988740,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_EgnVcR9SXTqtor,RCPT-IN-100138,upi,,,,
pay_i1oh9PZ2OHrUmA,payment,0,76400,76400,INR,0,0,False,True,1785817800,1785990600,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_shasx9zklKhxo7,RCPT-IN-100287,upi,,,,
pay_1x4qYfYYcu81PX,payment,0,164000,164000,INR,0,0,False,True,1785818640,1785991440,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_zaSX6VJaN2qDLF,RCPT-IN-100364,upi,,,,
pay_NPfxTc5iaiECuE,payment,0,120900,120900,INR,0,0,False,True,1785977520,1785991920,setl_KQo3NSR5D1o6rI,,default,Payment via UPI,,,442560390554,order_LqNsFYJ6h0vTXE,RCPT-IN-100249,upi,,,,
pay_sTJQjzuzGD1k35,payment,0,29600,29600,INR,0,0,False,True,1785831660,1786004460,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_DMPNFQQ1FQfLQA,RCPT-IN-100223,upi,,,,
pay_UAAcs3byouXTfO,payment,0,57600,57600,INR,0,0,False,True,1785833460,1786006260,setl_aKHwabpJB31JWO,,default,Payment via UPI,,,83293256jbn43,order_ktOTNuoWjwekW0,RCPT-IN-100251,upi,,,,
pay_pOF5edqN10e5IH,payment,0,41446,41700,INR,215,39,False,True,1785891720,1786064520,setl_gBgiujGNaQzoQL,,default,Payment via CARD,,,27616427y3j8v,order_8gdjHAULnirMom,RCPT-IN-100291,card,Visa,IDFB,credit,
pay_6hwgk10zB0rlz5,payment,0,46217,46500,INR,240,43,False,True,1785892920,1786065720,setl_gBgiujGNaQzoQL,,default,Payment via CARD,,,27616427y3j8v,order_tr9spOFBCIoX9G,RCPT-IN-100016,card,MasterCard,HDFC,credit,
pay_2PVC2L5DbbMJxy,payment,0,117519,119900,INR,2018,363,False,True,1785908340,1786081140,setl_gBgiujGNaQzoQL,,default,Payment via WALLET,,,27616427y3j8v,order_XgHH5RcgZmQBZY,RCPT-IN-100210,wallet,,,,
pay_hQFUYQq2TjZg4a,payment,0,134600,134600,INR,0,0,False,True,1785909060,1786081860,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_rDTTP3Yzb2iQTM,RCPT-IN-100124,upi,,,,
pay_UpqFOEl7hBBrGk,payment,0,127700,127700,INR,0,0,False,True,1785911640,1786084440,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_k9mwFGxXP7lah9,RCPT-IN-100293,upi,,,,
pay_2zdgwJf010HN48,payment,0,76284,77700,INR,1200,216,False,True,1785911880,1786084680,setl_gBgiujGNaQzoQL,,default,Payment via NETBANKING,,,27616427y3j8v,order_JzTO5AD360QG5x,RCPT-IN-100242,netbanking,,,,
pay_ZWfwYRxV9hi2TG,payment,0,77128,77600,INR,400,72,False,True,1785912720,1786085520,setl_gBgiujGNaQzoQL,,default,Payment via CARD,,,27616427y3j8v,order_Q5mqGlAarYnZ9t,RCPT-IN-100383,card,MasterCard,ICIC,credit,
pay_PfKim3vAK1Udsk,payment,0,25100,25100,INR,0,0,False,True,1785916860,1786089660,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_fqS1dXba9rELoX,RCPT-IN-100058,upi,,,,
rfnd_7VzGgefw5JCNta,refund,12550,0,12550,INR,0,0,False,True,1785916860,1786089660,setl_gBgiujGNaQzoQL,,default,Refund via UPI,,rfnd_7VzGgefw5JCNta,27616427y3j8v,order_fqS1dXba9rELoX,RCPT-IN-100058,upi,,,,
pay_oPW3jtZVDtVqU4,payment,0,99700,99700,INR,0,0,False,True,1785926040,1786098840,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_yegX5PzPWJINA4,RCPT-IN-100106,upi,,,,
pay_kks3YMJUXcUtAd,payment,0,133400,133400,INR,0,0,False,True,1785927120,1786099920,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_xdh9eMtBEjIkti,RCPT-IN-100398,upi,,,,
pay_zqhV9pAt5ttfj2,payment,0,237500,237500,INR,0,0,False,True,1785928140,1786100940,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_jJAVet10ZXkBpf,RCPT-IN-100275,upi,,,,
pay_TcqFRZScsHcoeu,payment,0,51200,51200,INR,0,0,False,True,1785930360,1786103160,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_zLwhJArIXfhqPn,RCPT-IN-100120,upi,,,,
pay_m0ogR4HtXOf54f,payment,0,99100,99100,INR,0,0,False,True,1785931380,1786104180,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_ZBKA8frcZTuJaW,RCPT-IN-100019,upi,,,,
rfnd_1ZH87MtA5vSQXE,refund,99100,0,99100,INR,0,0,False,True,1785931380,1786104180,setl_gBgiujGNaQzoQL,,default,Refund via UPI,,rfnd_1ZH87MtA5vSQXE,27616427y3j8v,order_ZBKA8frcZTuJaW,RCPT-IN-100019,upi,,,,
pay_Z4fKq1OKtbgZVa,payment,0,292309,294100,INR,1518,273,False,True,1785931860,1786104660,setl_gBgiujGNaQzoQL,,default,Payment via CARD,,,27616427y3j8v,order_MWUFuXBVjdctBY,RCPT-IN-100010,card,Visa,KKBK,credit,
pay_kWM8yyfVww6anV,payment,0,389500,389500,INR,0,0,False,True,1785938580,1786111380,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_sCjNIldqDFL77Y,RCPT-IN-100348,upi,,,,
pay_gaGwdbtaUZzh2R,payment,0,582532,586100,INR,3024,544,False,True,1785939960,1786112760,setl_gBgiujGNaQzoQL,,default,Payment via CARD,,,27616427y3j8v,order_D8gMtIxj7WMuWC,RCPT-IN-100315,card,American Express,YESB,credit,
pay_SvHNbUcSM34oye,payment,0,66400,66400,INR,0,0,False,True,1785941640,1786114440,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_TYn6F8HcEkc3bQ,RCPT-IN-100245,upi,,,,
pay_KMFtkyxqoVmb7M,payment,0,74800,74800,INR,0,0,False,True,1785942240,1786115040,setl_gBgiujGNaQzoQL,,default,Payment via UPI,,,27616427y3j8v,order_zSkrUD7gXgGCVQ,RCPT-IN-100235,upi,,,,
pay_POWNUwbpRT4fNk,payment,0,83100,83100,INR,0,0,False,True,1786149960,1786322760,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_yKe373xR9wI0TS,RCPT-IN-100113,upi,,,,
pay_aCFyPJugrKJzWx,payment,0,63484,64900,INR,1200,216,False,True,1785977400,1786323000,setl_RdPpua6EWnlpO9,,default,Payment via NETBANKING,,,145442649762,order_INM7OrVtEAy4eC,RCPT-IN-100133,netbanking,,,,
pay_7HRl4vg9Ur9YZs,payment,0,149500,149500,INR,0,0,False,True,1785978360,1786323960,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_BEm1sbH1v5RgJb,RCPT-IN-100200,upi,,,,
pay_v4Av9RRjwA7uo1,payment,0,66200,66200,INR,0,0,False,True,1786070640,1786329840,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_Hth9feqwSg6jnc,RCPT-IN-100329,upi,,,,
pay_Twt01nJuJPuUmh,payment,0,128000,128000,INR,0,0,False,True,1786157460,1786330260,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_WKPU9MQ9uGK9qG,RCPT-IN-100050,upi,,,,
pay_25Ol7TClmG9AWM,payment,0,85200,85200,INR,0,0,False,True,1786071600,1786330800,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_8JqTDLVWcePVvX,RCPT-IN-100129,upi,,,,
pay_1eO2GZQbuz1XwX,payment,0,56600,56600,INR,0,0,False,True,1786162500,1786335300,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_t10J699ui9YLAV,RCPT-IN-100360,upi,,,,
pay_j7clThmiWf29uN,payment,0,292400,292400,INR,0,0,False,True,1786165860,1786338660,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_0bEaHgWtIib6q1,RCPT-IN-100276,upi,,,,
pay_ghOpzGpdCGAe40,payment,0,215400,215400,INR,0,0,False,True,1786080840,1786340040,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_O1c6XC4SOHDMm0,RCPT-IN-100031,upi,,,,
pay_p5SsV07g4aoKhS,payment,0,145600,145600,INR,0,0,False,True,1785995400,1786341000,setl_RdPpua6EWnlpO9,,default,Payment via UPI,,,145442649762,order_0gNg5MaLDokmGW,RCPT-IN-100084,upi,,,,
pay_jjmko5IsxKSr3G,payment,0,61424,61800,INR,319,57,False,True,1786082220,1786341420,setl_RdPpua6EWnlpO9,,default,Payment via CARD,,,145442649762,order_yrb0db1rt8bM2G,RCPT-IN-100221,card,MasterCard,SBIN,credit,
